account_id,client_id,account_type,balance
15138,29819,Saving,383.13
35264,79271,Saving,34027.02
57752,71412,Saving,96126.07
72124,33263,Checking,69807.32
62481,13638,Saving,83930.86
57130,62202,Saving,6891.72
60505,46677,Saving,34584.07
70508,80369,Saving,52821.41
58108,19773,Checking,49560.59
88608,68614,Checking,68589.19
14633,94534,Saving,62100.54
63716,94715,Checking,54755.42
33350,19277,Saving,33703.15
82725,17728,Checking,-990.17
96422,2544,Saving,62835.23
37353,32109,Saving,7609.68
16949,58070,Saving,77724.05
88170,15824,Checking,10820.83
34242,24292,Checking,44998.97
56995,71938,Saving,34906.41
70111,4915,Checking,97994.98
18763,54567,Checking,84662.31
73757,46243,Checking,51765.35
99785,35838,Saving,75468.39
36875,4982,Saving,63726.88
13042,21778,Saving,45492.15
92444,8072,Checking,64488.9
88712,85472,Checking,65541.63
62513,16643,Saving,91811.89
39914,20313,Saving,44972.95
56410,88416,Saving,91011.56
15355,59805,Saving,58408.16
54949,10782,Saving,86402.98
17667,78835,Checking,8378.56
17695,21552,Saving,54757.95
73600,15395,Checking,42531.84
71417,48449,Checking,48269.0
80567,41339,Checking,37079.69
95886,78130,Checking,74658.56
19406,7448,Saving,66665.51
38180,13647,Checking,53225.48
25981,71662,Saving,2111.06
82957,99806,Checking,63576.56
85472,44171,Checking,81123.06
59904,44952,Checking,46817.61
84646,5840,Saving,44083.45
63634,97281,Checking,13686.33
25092,69974,Checking,36064.7
81098,42449,Saving,52431.79
90931,18509,Checking,71793.07
40553,54879,Saving,62485.94
58051,87876,Checking,73152.63
61263,71787,Checking,77321.08
76518,65252,Checking,39119.12
51215,64123,Saving,6933.29
97927,63271,Checking,43133.63
73133,21534,Checking,8676.36
72164,28100,Saving,5280.08
37822,9293,Saving,27.11
83093,20600,Checking,65631.44
59488,36104,Saving,99380.75
12630,95159,Saving,32769.29
97727,46862,Checking,41243.77
51193,96395,Checking,53949.39
64812,24879,Saving,34811.04
67048,14030,Saving,88749.59
32519,91827,Saving,24718.0
41571,59410,Checking,63319.74
30178,30408,Checking,63916.38
81043,40759,Saving,80155.47
98621,13051,Saving,78121.53
52295,73218,Saving,30427.67
60241,28713,Saving,79935.67
87047,84179,Checking,46911.16
67676,65030,Saving,22624.57
62705,27042,Checking,91178.79
43147,51655,Checking,89316.47
76600,77256,Saving,29835.24
31757,52635,Checking,40880.14
42843,28855,Saving,4773.08
33142,51662,Saving,42139.26
33735,61143,Saving,31055.43
81662,87192,Checking,12887.49
93938,14095,Saving,37965.56
78374,91657,Saving,94257.99
72232,52737,Checking,1118.69
17974,65254,Saving,79781.46
43922,38745,Saving,55798.09
63639,39045,Saving,12256.59
90944,25959,Checking,3932.18
43922,32032,Checking,60804.28
86993,12495,Checking,81590.97
58724,12126,Checking,56957.61
22687,37655,Checking,83220.33
29498,86724,Saving,29974.54
88946,22376,Saving,19661.02
40247,25942,Saving,83529.58
53458,92250,Saving,9040.54
78501,11105,Checking,38713.64
57131,8990,Saving,66417.85
99962,74899,Checking,26267.2
30791,89404,Saving,12339.91
36525,31256,Saving,91848.38
18082,46469,Checking,69246.53
72349,15625,Checking,42825.38
44269,39292,Saving,79552.39
58615,74346,Checking,81150.41
57728,64057,Checking,62305.94
23154,57219,Checking,75057.45
79674,97317,Checking,14473.34
71791,53526,Saving,49930.37
49235,84635,Saving,68078.7
55345,82466,Saving,77641.59
63898,97189,Checking,60279.63
44809,94250,Checking,70158.2
58213,73876,Saving,14163.28
26021,40088,Saving,14432.0
90535,49449,Saving,21657.57
42945,7534,Checking,11882.46
69891,36675,Saving,57805.32
14555,61555,Saving,62428.45
67674,27717,Saving,60133.44
29810,70518,Saving,79010.18
41640,79655,Checking,65747.38
57377,23351,Checking,98872.27
89546,24432,Saving,88805.46
30631,17653,Saving,14505.37
40170,42812,Checking,91031.64
97666,14581,Checking,91952.6
65965,97837,Saving,39833.24
14843,34598,Saving,48606.91
26324,24567,Saving,69585.91
30101,18582,Checking,70689.45
16215,2709,Checking,60404.06
86882,44960,Checking,15450.15
86235,77109,Saving,17158.0
12232,9387,Saving,11166.88
77595,28965,Checking,57853.31
48230,67391,Saving,82068.07
34321,55757,Saving,50221.32
15804,5219,Checking,47554.13
12220,40486,Checking,71241.31
41574,78114,Checking,67404.2
90481,81998,Checking,94447.52
80590,52650,Saving,6268.98
71046,35076,Checking,88643.93
84616,49479,Checking,49895.01
54243,80692,Saving,76049.46
62175,50706,Checking,91342.03
38588,64169,Checking,71272.56
62642,80801,Checking,42869.34
54247,48217,Saving,72259.53
48302,76926,Saving,45838.38
30851,10171,Saving,67841.54
33489,11176,Checking,36389.83
24593,14529,Saving,35837.83
76533,9578,Saving,89409.82
91106,43820,Saving,26630.06
94224,76825,Checking,38229.16
79274,90158,Saving,34755.98
28690,83069,Checking,79176.56
75752,72119,Checking,32587.71
10298,36240,Saving,1711.16
91341,27506,Checking,37852.16
49512,90704,Checking,41128.44
50321,25814,Checking,57301.38
72138,37664,Saving,85436.04
60077,60536,Checking,85418.87
58528,84418,Saving,27613.95
93844,30486,Saving,947.04
74842,1768,Saving,87269.01
41955,37763,Checking,57783.95
85847,92090,Checking,30959.46
46013,95716,Checking,30058.03
99631,99280,Saving,26540.2
93670,45771,Checking,35544.31
96245,66203,Saving,29714.01
30794,51243,Checking,6347.87
14341,89405,Checking,21743.61
59215,32342,Saving,4276.34
29356,73995,Checking,71921.84
95395,17915,Saving,58049.65
87022,79860,Checking,80078.46
26550,47822,Saving,58014.47
25303,35643,Saving,83501.79
70570,29007,Checking,97451.09
81651,77756,Checking,88745.2
99903,5496,Saving,58734.95
22089,33933,Saving,92949.44
68002,46159,Saving,50290.49
24633,72464,Saving,44262.77
32224,96258,Checking,63179.19
12472,32957,Checking,11358.2
62117,49954,Saving,34367.29
64331,59915,Saving,42098.61
58566,68350,Checking,82526.15
95567,38973,Saving,86213.43
76503,16317,Saving,17668.88
18540,57829,Saving,66800.31
84592,25400,Checking,29951.06
27435,71363,Checking,82906.51
87339,52329,Saving,93144.12
78930,42616,Saving,72461.73
60253,74167,Saving,84027.24
97026,29914,Saving,72269.71
47696,88970,Checking,90085.83
64630,38581,Checking,98013.68
12277,53585,Checking,70755.94
16486,43165,Checking,60527.79
59081,10678,Saving,47423.07
40215,14484,Saving,97597.35
16817,23233,Saving,45845.22
30412,99363,Saving,47481.62
88159,30102,Checking,6137.95
75430,64262,Checking,52801.09
77563,38553,Saving,28656.83
12267,52447,Checking,17236.4
58409,91611,Saving,52123.63
82615,4388,Saving,5438.74
58644,74056,Checking,75935.57
97859,91051,Checking,24893.19
76161,74082,Saving,80212.45
58809,46426,Saving,7117.94
10724,44967,Checking,97022.0
46624,77074,Checking,68375.01
84911,61420,Checking,14918.48
62783,23040,Saving,33534.74
16767,25572,Checking,1998.01
36826,40060,Checking,36693.66
36959,14849,Saving,313.79
50129,16353,Checking,50286.4
51927,79085,Checking,50796.85
74057,45646,Checking,85267.99
43331,41005,Checking,87144.95
89044,25791,Saving,41104.55
65196,23680,Saving,53821.83
55029,56801,Saving,57641.28
60140,75873,Checking,19672.19
78568,57307,Saving,6957.48
29530,41909,Saving,99449.51
99478,9088,Checking,98502.59
43847,16625,Checking,46023.2
28009,23489,Checking,69089.77
71785,89011,Checking,60253.5
78072,17793,Saving,59868.65
55760,90547,Checking,58674.98
67437,91655,Checking,56780.12
73685,68667,Saving,30332.41
85715,88587,Checking,6392.86
68641,64419,Saving,74515.12
24989,26903,Checking,84273.44
13447,74517,Checking,76991.88
93820,3656,Checking,65053.08
21130,75925,Saving,99311.84
15288,12094,Checking,8104.51
42602,16322,Saving,29002.69
46759,54897,Checking,56720.89
35484,63705,Checking,62242.15
80611,45205,Saving,16869.13
27707,82031,Checking,99493.04
32340,69161,Checking,87417.1
33017,36232,Checking,25383.47
12224,89418,Saving,18272.93
25977,53602,Checking,91451.96
74275,84463,Checking,17630.23
71572,68170,Saving,30834.25
12007,79578,Checking,86822.19
85634,7325,Checking,29410.13
23409,48504,Saving,8634.9
42999,31244,Checking,97070.23
14089,66443,Checking,13032.05
39262,1539,Saving,94023.53
17460,66384,Saving,53379.91
31656,67858,Checking,13788.27
10520,49201,Checking,20952.94
84598,91549,Checking,30341.67
41686,56111,Saving,26782.19
67708,79756,Checking,43392.24
62722,90089,Checking,90436.45
74120,9980,Saving,45708.78
84737,89669,Saving,79339.47
32713,84827,Checking,92935.07
23784,19171,Checking,65428.14
45467,98924,Checking,42078.69
77292,19699,Checking,61096.54
65898,57150,Checking,36508.13
74472,14817,Saving,48411.36
49415,94677,Saving,46826.06
67407,57224,Checking,54860.64
66573,51570,Checking,59748.96
36338,72455,Checking,50907.78
95043,32679,Saving,1202.7
32251,35909,Checking,34956.38
47550,9875,Checking,52235.64
57072,63190,Checking,2766.22
28912,29897,Checking,26188.11
51486,23023,Saving,44428.05
43729,93589,Checking,8992.99
50045,18685,Checking,67846.18
63640,5776,Saving,16339.73
55961,28699,Saving,4297.21
59854,22107,Saving,55454.98
36171,95648,Checking,67888.59
55138,64902,Checking,27354.34
64018,21772,Saving,36591.21
78667,88568,Saving,86561.04
69785,71336,Saving,46013.68
73364,49414,Saving,16654.19
31720,89780,Checking,49079.64
36374,93176,Checking,97926.82
58854,40734,Saving,60242.75
99438,88673,Saving,36188.83
25343,47827,Checking,64358.45
43010,69606,Saving,936.72
40030,94623,Checking,6044.15
79134,46712,Checking,89366.82
12872,77823,Saving,25654.34
95438,99803,Saving,29198.54
98609,98713,Saving,13678.66
60161,73982,Checking,50376.16
33793,13375,Saving,24421.16
64922,30828,Saving,32354.49
28519,6103,Checking,-869.8
83791,1674,Checking,70840.74
77305,65446,Saving,17060.07
88938,65274,Saving,74796.72
20532,59111,Saving,67025.92
95987,57775,Checking,98524.3
81690,70993,Saving,96735.23
70179,41484,Saving,38992.06
28286,84895,Saving,11422.81
16147,32611,Saving,30111.21
31448,73846,Checking,69831.93
93328,55536,Saving,22487.84
85696,95349,Saving,99226.18
70263,3753,Checking,43057.13
76170,68925,Checking,35155.91
39461,40578,Checking,77283.24
58854,65760,Saving,54304.42
29490,31696,Saving,61694.6
46154,65276,Checking,79688.29
66027,68478,Saving,63688.49
56527,75939,Checking,2705.22
95572,90856,Saving,66317.36
97502,16101,Saving,46332.62
94339,62889,Saving,51694.09
34970,93098,Checking,67804.74
37913,51043,Saving,43023.76
57270,91070,Checking,30973.2
63452,70271,Checking,99893.87
61236,96140,Saving,52877.75
42240,44000,Checking,69127.47
21367,8051,Saving,87150.5
90809,18251,Checking,61325.45
58682,39719,Checking,30372.62
27136,88993,Saving,68886.52
99775,11098,Checking,34266.81
83700,64324,Saving,41075.42
25227,14915,Saving,32340.58
28106,61383,Checking,77501.15
22186,43436,Saving,66016.99
62112,30113,Saving,64510.35
74899,76786,Saving,66016.58
35783,33136,Checking,33147.88
47341,55551,Checking,98439.56
68327,54664,Saving,4423.86
23498,78549,Checking,59661.98
13268,14259,Saving,43535.34
78223,74779,Checking,24368.7
80037,50788,Checking,13080.52
21294,5463,Checking,52047.52
85308,91955,Checking,19762.08
45170,4345,Checking,15440.82
13505,63173,Checking,37534.46
91743,87011,Checking,66686.62
76753,52815,Saving,7577.37
51168,32142,Checking,72312.17
78105,90758,Checking,58321.21
67375,14250,Saving,84630.78
92638,60658,Checking,30983.69
76898,57839,Saving,88559.17
23239,43270,Checking,10250.59
74500,62839,Saving,73619.7
22151,5973,Checking,84684.29
16198,33502,Checking,81222.19
87224,53631,Saving,11709.08
49269,5938,Checking,14829.0
73498,34346,Checking,40384.74
26517,12038,Checking,20657.59
11664,21378,Saving,88179.13
53362,30423,Checking,3425.97
15334,52124,Saving,92573.24
67415,32894,Saving,75217.89
24049,59431,Saving,62364.87
21869,84854,Checking,84968.75
30951,80996,Checking,51707.15
22786,60038,Saving,16635.06
97122,31804,Saving,8262.75
16196,64305,Checking,67020.16
85364,61621,Saving,15154.33
44273,49386,Checking,53071.72
43370,19289,Saving,34836.28
65141,71434,Saving,72935.35
60077,56480,Checking,66193.42
51714,93316,Checking,16690.26
87249,4897,Saving,22373.32
73593,36443,Saving,12559.9
29139,12889,Saving,36413.82
81868,64327,Checking,11021.67
73614,43131,Checking,68631.55
64422,13136,Checking,85137.02
46801,90871,Saving,35289.3
29381,78335,Saving,72041.46
15439,83678,Saving,18423.47
34342,4592,Checking,64319.03
62706,23670,Saving,77035.49
58028,31717,Checking,74830.06
94221,49344,Saving,57724.94
76655,98661,Saving,84833.77
79516,29579,Checking,21326.22
99471,11971,Checking,99995.36
82298,38306,Saving,53484.35
87210,30746,Checking,31492.41
21010,4680,Checking,99042.52
21639,83923,Checking,28107.22
19792,93440,Saving,56435.28
58820,91044,Checking,68353.09
41424,79872,Saving,84439.87
84348,7019,Saving,71959.72
81401,49636,Checking,68724.83
24102,93250,Saving,46114.12
24959,12295,Checking,48557.5
22074,92775,Saving,37580.02
51674,67330,Saving,40515.19
91313,53174,Checking,67994.67
67698,81600,Checking,30081.95
79867,82435,Checking,99996.29
78783,69578,Checking,12115.76
81408,94568,Saving,84856.26
97043,74745,Checking,71182.35
46088,90031,Checking,50079.04
15785,70445,Saving,61014.67
59695,86968,Saving,35965.38
91152,68732,Checking,4241.88
58751,4142,Checking,95666.29
91956,57880,Saving,57385.02
65948,55098,Saving,78726.38
45615,20396,Checking,35723.13
53364,32416,Saving,91862.86
26731,6038,Saving,54799.25
19380,62994,Saving,39063.61
22971,98512,Saving,56471.22
55715,46838,Saving,56732.4
29213,32308,Saving,35358.69
27605,59919,Checking,8408.71
31961,98245,Checking,3058.72
94219,7879,Checking,63608.97
97572,53288,Checking,40186.09
54229,26603,Saving,86463.98
82000,64040,Saving,56388.87
30405,83887,Checking,10285.08
36089,74323,Checking,29317.64
32229,22826,Checking,99979.42
79046,54287,Saving,84533.88
76253,87577,Checking,72992.55
60209,44128,Saving,5342.67
34867,90149,Checking,8930.69
59102,94732,Saving,26913.81
25629,6393,Checking,54814.51
20441,22232,Saving,17140.59
84558,23277,Saving,83175.71
87214,33573,Checking,79841.32
11227,12527,Saving,86993.59
78221,64428,Saving,57130.07
60691,57174,Checking,61684.11
38683,65742,Checking,40318.62
99770,78730,Saving,49176.53
70191,20228,Checking,55191.62
87966,42555,Checking,66142.7
96712,80002,Saving,85758.43
48120,52629,Saving,45010.26
19734,90909,Checking,65808.64
33978,76267,Saving,5469.06
45462,67307,Checking,50105.6
65067,94955,Checking,4709.08
31601,54208,Saving,68199.52
96608,81409,Checking,84246.27
14469,67171,Saving,88658.48
85475,24925,Checking,37033.55
12751,94993,Saving,93798.39
26700,4890,Checking,98863.09
89279,85277,Checking,7693.06
22015,15478,Saving,89726.46
73648,68396,Saving,53510.56
39730,37179,Saving,83176.17
19081,57117,Saving,74377.13
47711,98964,Saving,55467.14
17147,22391,Checking,93424.39
88466,29415,Checking,89309.05
37548,25381,Checking,53941.69
63103,61273,Saving,17334.58
44757,36844,Saving,82810.48
31353,33946,Saving,45895.9
78406,74568,Saving,15953.69
22306,19374,Checking,1672.67
55095,39374,Checking,60068.35
74077,67737,Checking,24590.61
87319,79264,Checking,75010.26
30454,41434,Checking,80865.8
97857,5723,Saving,24423.08
67778,43293,Saving,11396.77
95428,2031,Checking,28569.19
12248,59739,Checking,59312.35
65040,46095,Saving,82190.53
12143,56557,Saving,95687.81
95816,6169,Saving,1112.35
13624,62346,Checking,55864.29
37700,87351,Checking,63603.71
70611,28432,Checking,59677.36
67101,31541,Saving,80288.51
85751,66085,Checking,67078.57
93876,74090,Saving,88993.77
16931,62227,Checking,12838.69
69129,8048,Saving,58552.13
49020,78101,Checking,69023.34
89899,24718,Checking,23098.27
26936,29207,Saving,62228.28
98439,54824,Saving,96714.77
84007,38759,Saving,44260.43
50827,22637,Checking,78181.96
80145,94743,Checking,37686.84
90858,28340,Checking,1849.5
53353,19650,Saving,21294.42
54058,76679,Saving,21429.16
74426,41606,Saving,20192.33
48486,2696,Saving,84838.7
67422,39278,Checking,77970.73
28433,92342,Saving,72839.47
79496,52272,Saving,15916.27
54129,73974,Checking,83244.25
53736,61787,Checking,82211.51
51378,7099,Checking,57138.01
72932,75309,Saving,49275.71
66735,56995,Checking,6634.72
44173,98571,Checking,64002.98
98052,63214,Checking,78865.41
20232,99729,Checking,81794.36
67820,44705,Checking,33333.48
74350,79757,Checking,20531.79
23598,16998,Saving,68048.45
12803,15478,Checking,9749.44
95448,47625,Saving,73332.03
73098,77012,Saving,61522.36
63870,91431,Saving,64469.06
68652,76015,Saving,88551.46
50620,94718,Saving,94885.92
92544,33144,Checking,64958.7
91380,13517,Checking,25691.04
45937,14150,Saving,54528.28
10412,57933,Saving,75823.5
11626,3986,Saving,67193.94
97559,83111,Checking,58287.58
77376,63457,Saving,87206.59
47537,40284,Saving,74206.14
42125,91098,Checking,40950.83
42578,76580,Saving,69593.65
93866,37458,Saving,85925.85
50372,10504,Checking,31002.22
52218,7551,Checking,18263.75
19723,39489,Saving,72058.42
89511,21102,Checking,53365.63
91823,60169,Saving,36217.08
18872,87934,Checking,99917.96
71016,99007,Checking,69380.71
82707,53289,Saving,57390.65
55967,63568,Saving,65423.57
81008,98070,Checking,20648.26
23018,58799,Checking,99096.06
30669,97297,Checking,23697.09
99521,49469,Checking,55457.77
57057,41236,Saving,12668.83
17957,37556,Checking,67825.36
24800,34969,Saving,56737.58
73921,60735,Saving,48878.09
61840,85183,Saving,-986.43
10630,32531,Checking,99115.67
58761,10969,Checking,80051.37
57806,56563,Checking,60645.14
38375,40070,Saving,90466.05
25619,15698,Saving,5638.46
42124,67688,Checking,41101.94
68722,77674,Saving,91957.71
