transaction_id,client_id,date,amount,transaction_type,merchant,location,fraud_flag
e2eb7551-32d8-4f82-9508-e746724c7c0d,3952,2024-04-18 12:23:53,-1239.04,Credit,Cox-Garcia,Lake Karenville,0
46f05b9c-80de-461f-8d8d-d0e74a55f2eb,1998,2024-08-04 02:21:13,-2300.91,Credit,Lindsey PLC,New Victorburgh,0
23852381-19fa-4629-9627-c7ca8dd558e8,3020,2024-05-05 07:03:42,-4133.7,Debit,"Brown, Hayes and Brown",Houstonmouth,0
29756de6-4156-4f93-b471-2ab252da0ea3,8968,2024-08-18 14:41:28,-2237.67,Debit,"Matthews, Hansen and Cruz",Colemouth,1
d34c64de-4642-4496-8abb-2994b5093bbb,9805,2024-01-15 20:41:09,-649.96,Debit,Perez PLC,Lake Feliciatown,0
e0cb6a13-bf19-40b8-ad90-c2ebcc65b990,3932,2024-05-27 09:26:53,3345.1,Credit,"Brennan, Bird and Brown",Mirandafurt,0
6063757c-80a5-42d2-8fe5-8026af11ded7,2673,2024-03-21 17:10:30,762.45,Debit,Bird-Smith,Gravesfurt,0
4b3d177a-035f-4586-a351-9120aa27c3bd,4971,2024-06-30 21:36:08,1152.76,Credit,"Odonnell, Stephenson and Henderson",Helenton,0
4a556002-a182-43b3-9f00-5a2c7f198277,3493,2024-05-11 23:58:54,-980.07,Credit,Daniels Group,Lake Matthew,0
8b8063f2-e926-4c65-9dd3-230f1907d337,3443,2024-05-16 12:52:06,-92.33,Credit,Alvarado and Sons,Kimberlymouth,0
3883f3df-8a77-4af7-b040-8cdb10d176c7,2555,2024-05-27 21:40:09,-1638.29,Debit,Carter Inc,Lake Eddie,0
6ae1cb39-6014-4759-8cd3-e9bf62316e1b,9634,2024-04-30 16:46:25,-1321.87,Debit,"Perkins, Fowler and Contreras",North Kevinhaven,0
55e622df-9986-4ab1-bfb2-c2776f61f148,9723,2024-06-06 16:19:21,1443.69,Credit,"Kane, Garcia and Norris",Lake Amanda,0
42b63865-5c13-4a18-b668-2e88e29b18f1,5165,2024-02-23 17:59:26,-1570.46,Credit,"Hubbard, Kramer and Henderson",Tinamouth,0
052615a1-1e0c-4938-86ab-a1a7923ae719,3729,2024-03-31 06:31:44,1464.93,Credit,"Baker, Welch and Gay",Davidberg,1
00cea9bc-12ba-41a0-bd9f-30e6fdbc8469,5413,2024-01-06 18:49:17,53.71,Debit,Smith and Sons,North Jasonburgh,0
d2006cf5-6a2e-467e-9ecd-cbed141cb7a4,3804,2024-11-14 11:47:17,-268.66,Debit,Flores-Stone,Lake Kaitlyn,0
e8f9ea4b-d88b-4816-bbce-c79edb3406fa,3434,2024-08-08 23:21:00,32.03,Debit,Reeves-Herring,Tashaton,0
33022097-2ca2-40ff-819e-1d72bc155fdf,3064,2024-12-11 06:55:03,3554.7,Credit,Ryan and Sons,Draketon,0
3e1dea24-a7b5-4a58-ad1f-8a3c1f5bd3ab,9594,2024-01-25 09:17:43,-1479.12,Debit,Flores-Abbott,Port Patricia,0
ed162b12-0ea0-45e4-811d-05ce27ec4f05,6454,2024-03-31 17:15:34,-1147.96,Debit,Reese-Cooper,South Laura,0
2eee5288-8521-46f1-bfea-2472d4cc3da1,3732,2024-12-15 19:39:43,4387.73,Credit,Cox-Mccullough,East Adammouth,0
df69fa53-dbc9-4636-a3ad-f759d7c6a915,2646,2024-07-11 21:10:50,-633.71,Credit,"Horton, Schneider and Luna",Lake William,0
10a34cc9-9e28-4c52-af51-c08ef6264845,1940,2024-02-21 13:00:02,-961.24,Debit,Russell-Jenkins,East Stephenton,0
585731f9-15d6-4436-a18a-8243bc354514,1562,2024-07-29 17:34:00,689.42,Credit,Carter-Oconnor,Jamesside,0
89e92abc-7e4a-491b-a1f2-fc50810a0c17,6995,2024-02-12 03:18:04,-340.59,Credit,Reeves Group,South Sharonmouth,0
9912179e-e180-4861-9546-72c230cab602,8566,2024-12-03 04:55:39,-4928.88,Credit,"Jones, Baker and Williams",Anitamouth,0
ebe0d699-c2c6-4bd6-ae91-32ae0ae8f3ab,1306,2024-07-16 12:11:12,-3630.07,Credit,Brown-Barrett,Brianfort,0
548f8f2a-9f77-42a0-8813-e157edcd5ea1,3080,2024-06-22 19:23:39,2606.65,Credit,Chavez-Raymond,South Madelinemouth,0
099e5a42-0da3-41e9-a26e-c9e188a3c62d,2799,2024-09-17 10:03:45,4239.55,Credit,"Mitchell, Walker and Hayes",Port Lauratown,0
1533b7dd-d34e-456d-93fb-efda7df04bd8,5385,2024-10-02 09:41:57,955.27,Credit,Lawrence Ltd,East Molly,0
a180eb76-a30d-4c6c-88b4-cf1faaedb3af,5589,2024-06-22 12:37:32,-1579.69,Debit,Beasley-Fernandez,South Vicki,0
1c0cd731-8af5-45b4-9582-d73a1524c1df,5936,2024-07-19 19:02:18,-91.09,Debit,Rodriguez and Sons,Smithchester,0
710edf3b-b4fd-4525-a11a-517367953a10,5729,2024-04-03 02:08:02,4798.66,Debit,Santana-Russell,Paulahaven,0
cc106018-2c0f-4b50-9d8e-132b65a508df,8679,2024-01-19 18:53:17,844.67,Debit,Curry-Wood,Wheelermouth,0
3d7a6257-6720-4ed5-8522-9ae51672c514,4243,2024-06-06 17:31:03,-4350.1,Credit,Stanley-Whitehead,East Robertmouth,0
ceb3fd98-590f-4a53-a61f-96c3ff37ba14,9302,2024-02-20 14:44:31,-2800.88,Credit,Benitez-Dennis,New Ashley,0
664a04d8-3ecb-44cb-9a19-df490b737c49,3270,2024-02-22 12:13:59,-92.74,Credit,Ramos-Rice,Lake Meghan,0
1d77d288-85e7-480e-abe0-55183c03a5a7,9740,2024-01-16 04:27:10,652.9,Debit,Duran LLC,Perkinshaven,0
bf950e0a-95dd-4108-9d4e-855be00cef17,9574,2024-12-12 14:51:50,-3824.8,Debit,Stanton-Mcfarland,Silvastad,0
4dca00f7-d72d-4cd3-b19c-83eb76d86f8d,3152,2024-06-30 13:15:23,-4867.39,Credit,Johnson-Brown,New Jacquelineborough,0
c6e1eec4-2341-4144-9127-c112ab1b55d2,5094,2024-02-24 18:29:18,-4401.16,Debit,Curtis and Sons,Lake Tiffany,0
422d77ab-d745-48d8-8e11-e1d0858a6be0,9107,2024-09-06 12:09:56,-935.5,Debit,"Martinez, Mullins and Lopez",Carrieborough,0
c0453313-5227-4b44-9859-18afa99273ec,1720,2024-07-13 23:57:24,-991.33,Credit,Johnson LLC,Mcdonaldfort,0
be2b3928-7f61-4af3-9b1a-b848d65f7e1f,8449,2024-02-04 23:47:57,-2477.87,Credit,Wallace Inc,Stefanieshire,0
6c8a3931-4eb5-4355-bd78-27924667e52f,6332,2024-07-20 07:33:51,175.38,Debit,Parker Inc,Port Jamesstad,0
8b3cabdd-be87-4f85-85ca-d7fe6ca7c413,4356,2024-03-30 15:57:38,4924.35,Debit,Yates-Johnson,South Natalie,0
272f8716-1f54-499a-9533-9ef13a75625f,9249,2024-12-09 02:55:03,-4623.85,Debit,"Howard, Weaver and Vazquez",Melindabury,0
10d828c4-0741-4bca-adbb-a095c17685db,5916,2024-08-19 05:58:38,-3919.03,Debit,"Cordova, Smith and Simmons",Tanyaview,0
d611f9ef-1d1f-4a6a-9074-47267029ed38,2790,2024-05-21 03:46:54,375.87,Credit,Foley Group,East Jessica,0
c8acf821-a9ee-4754-929c-d2208148f605,9016,2024-01-05 07:53:44,2675.08,Credit,Hill PLC,New Kimberly,0
c33dc84e-b3e8-4ea8-aedb-2e36f09a4a42,3813,2024-12-05 07:15:08,-973.73,Debit,Moore-Mitchell,West Jamesport,0
92ff06e1-8f81-47cd-a837-e1b93625509d,9125,2024-06-27 14:09:02,44.45,Debit,Jackson Ltd,Aaronfurt,0
eed366a6-effc-4697-8ee7-0844adacc6a9,8509,2024-09-24 05:28:33,-1502.22,Debit,"Keller, Ferguson and Roach",Parkerville,0
ae22a608-fbad-43be-baef-06cb4a0b1665,4354,2024-06-02 23:42:40,4796.93,Debit,"Gray, Deleon and Espinoza",West Jasmine,0
f5f040a4-3369-4e8d-b2af-e954ee38279a,7211,2024-03-08 03:17:15,-1041.58,Debit,Warner Ltd,Lake Alexander,0
dc544802-1196-4992-a56e-3f070803c871,6553,2024-06-10 19:36:57,-186.83,Credit,Frank-Shaffer,West Bradley,0
8769dec3-1fca-49da-9bc3-27690b6f9ee4,6843,2024-11-29 14:23:02,2338.82,Debit,Garner-Jenkins,North Jennifer,0
878d077b-2c5d-4257-b7ef-21f97cb05e23,6874,2024-10-29 13:40:39,-3437.38,Debit,Franco-Smith,Christopherstad,0
1a6b82da-91a2-46c3-8d03-a065d09cc55a,3851,2024-10-14 13:48:20,-1409.01,Credit,Herrera-Dudley,Keithville,0
fdf5024c-155f-4fb3-b111-8d6f9a9fa9db,4204,2024-07-28 16:43:05,-565.63,Credit,Smith Group,Michaelchester,0
114fffb0-e6af-4ffd-b786-86dead28f610,8543,2024-10-08 07:31:47,1986.88,Credit,Baxter-Zimmerman,New Jenniferbury,0
fd34afa9-d25a-42ba-8693-93246e028420,3421,2024-01-23 03:26:36,4830.4,Debit,"Hall, Mahoney and Smith",Cindyburgh,0
db22d825-a6a7-41f9-aa68-b7c73617a67a,2169,2024-01-18 01:43:39,-2654.49,Credit,Williams-Baldwin,New Robertburgh,0
b16d9d4b-b218-4385-b9de-dd89cb7dcd90,2242,2024-06-12 20:42:17,1159.83,Credit,Jones-Russell,Lake Matthew,0
5944eda4-6d21-47b5-bb68-578d6a2378e2,2753,2024-10-22 09:35:59,-4627.47,Debit,Bush Group,West Jackieton,0
98bc0ef7-b1e4-4eeb-b209-fde41e33027b,7776,2024-03-30 02:24:50,-1034.36,Debit,Oneill Ltd,Tamarastad,0
7d716db6-8843-4b5d-a33f-f83cd3425d69,9347,2024-01-05 03:28:32,-1266.7,Debit,Garner Inc,South Geoffreymouth,0
4677ca3a-58db-40bb-83f1-a4803092c475,9792,2024-10-21 07:58:56,-905.18,Debit,Grimes-Long,Mooneyshire,0
85b8a3ce-edb5-4a76-9edd-517ec54985b3,9459,2024-09-12 03:58:16,1961.05,Debit,Hayes and Sons,Daisyville,0
bb603a6e-be7a-4264-ade5-b542855cb6cd,9322,2024-12-09 11:21:38,-1687.32,Debit,"Cisneros, Patel and Sutton",Jenniferfurt,0
9ff66983-9ae6-4c42-a986-ae502db2002a,5173,2024-09-21 22:30:58,-1405.93,Debit,Johnson Inc,New Heatherport,0
b1c8c424-276d-40a1-8736-06ab4e5eb94c,3828,2024-06-27 04:04:21,3364.38,Credit,"Clark, Griffin and Palmer",Melissatown,0
3c03ff47-6ce8-489c-87a6-340a831460ef,9680,2024-07-01 07:28:23,-4162.56,Credit,Valdez and Sons,West Leslie,0
c2f4e221-9870-43c7-aafe-61d66bc4c188,1757,2024-08-16 19:30:06,-3849.72,Debit,Collier-Hensley,New Jeffrey,0
543e9c7f-ee93-433f-8fcc-d84c4f0abd6d,3473,2024-06-18 19:14:26,3530.4,Credit,"Hayes, Lee and Chandler",North Reneeland,0
6be944b3-43f3-4bec-896d-5f79bd146489,9068,2024-11-08 12:49:00,-4882.62,Credit,Johnson-Wade,Williamsbury,0
9d8b4407-d898-4f09-ba67-c3287ae64e50,2364,2024-01-11 21:14:27,-2116.09,Debit,Hernandez-Powell,Moorestad,0
773c299f-25bc-4cdc-8bc4-9fb8e8501ffe,7263,2024-06-22 02:41:50,2538.52,Credit,"Strickland, Page and Elliott",Hickmanmouth,0
6b82fe6b-327d-43d7-b671-1987f9b2a196,8592,2024-09-13 10:37:47,-3277.28,Credit,Pugh and Sons,Emilyland,0
ef164c76-bde2-47e1-8799-2236e87da704,9282,2024-02-16 13:13:49,4462.3,Credit,"Sanford, Clay and Massey",Albertchester,0
b1979a25-8e15-48d7-b6e8-a4d410b885eb,4366,2024-05-10 04:17:37,3862.87,Credit,"Perez, Hernandez and Graham",Debramouth,0
9b0f0218-ca77-4dd0-951c-325fd5989bc4,9199,2024-02-25 07:25:29,1166.87,Credit,Baker Group,Stephenville,0
a676482d-de33-4556-805e-85283ced9f9b,3792,2024-06-02 08:18:14,1963.75,Credit,Conner Group,Greenport,0
237763fe-9925-4925-ab8f-7c905a29015f,9600,2024-09-11 11:12:38,4943.68,Credit,Hood Inc,Bartlettshire,0
069bb803-5041-4f58-a3a1-0c90e678d230,3581,2024-01-10 23:25:13,1866.96,Credit,Moreno Group,West Justin,0
aff9d07b-748b-4753-8574-d16d7459e8cc,4985,2024-05-13 08:36:15,-4585.75,Credit,"Rivera, Kelly and Jones",Thomastown,0
4b6c8657-82f9-4ef4-92ec-a7738b61317d,9652,2024-02-07 19:37:19,-1783.23,Debit,Jackson-White,Michellebury,0
db2d9215-970f-4969-99fa-822c2158aaf1,3194,2024-01-12 19:31:39,3138.3,Credit,"Rivera, Gordon and Dunn",Wangmouth,0
20dd95ef-086a-452b-adee-fbc48733ef3a,7223,2024-04-25 12:46:49,-4157.93,Credit,Best-Thomas,West Gloria,0
1182955d-ecb1-4922-ba8f-3d91bd5b2242,9828,2024-10-09 19:39:55,1027.39,Credit,"Campbell, Golden and Morris",Lake Kyleberg,0
f81948d8-7e71-450e-bbe1-a78e94817c19,8287,2024-07-26 13:07:10,-4208.57,Credit,Fernandez-Jones,Johnsonshire,0
e04100e1-9242-46fc-82f1-e9817909cb6d,4804,2024-04-02 21:09:34,-3090.83,Debit,"Lopez, Quinn and Bentley",Vazquezmouth,0
c0c47060-abb1-4159-93f4-fc4aa94abdec,2507,2024-04-20 05:50:54,2369.99,Credit,Gray-Miller,South Patricia,0
9d08a397-cc7e-497b-b254-87130a730394,4636,2024-06-05 12:50:40,-4717.31,Debit,Willis Ltd,South Regina,0
97e7a864-07ad-455e-b41c-9daf144a278a,7353,2024-07-21 07:19:08,4915.92,Debit,Good LLC,East Jackport,0
5704e403-fd5c-4ece-b94e-b5164b0a2b44,4078,2024-07-16 09:37:53,-3096.65,Debit,Miles LLC,Michaelfort,0
982b2c69-b9c7-45a2-a2e6-bd119ab17aff,9899,2024-07-18 11:31:14,-102.88,Debit,"Ingram, Mendoza and Steele",South Carlos,0
09e6971a-1e07-4149-9893-85a89cb63750,4574,2024-05-17 13:10:55,1840.15,Credit,Payne-Banks,New Jenniferberg,0
4d9b7ef5-77a0-4992-94ee-d8dc878eaf15,8034,2024-01-07 00:51:03,-1075.83,Credit,Blevins PLC,Zacharyville,0
589d2545-cf36-4ccb-a37d-f93789111451,7679,2024-09-26 04:46:51,2976.14,Debit,"Joseph, Wood and Fernandez",North John,0
e25c898c-60e0-4825-90e2-d030548c46e1,3040,2024-03-20 20:00:46,2057.77,Debit,Osborn-Hunt,New Cheryl,0
5a577db9-dda1-4e58-ba1e-2da6f5e68e7c,1249,2024-05-16 16:06:06,2639.84,Debit,Taylor PLC,East Jennifertown,0
a11f546a-df38-45c1-810e-1f07ea1c3379,2933,2024-07-01 09:46:48,4598.7,Credit,Knox Group,Port Jason,0
8cc10f3c-a5da-4ff3-94e0-02ab8226ff38,3612,2024-11-09 20:48:31,-4016.62,Credit,Montgomery Group,South Virginiaside,0
f3de4cab-c8c4-4fac-b38d-bf96a6067555,6090,2024-11-15 21:49:49,-3741.02,Credit,Riley LLC,Millerport,0
6fdcc1b2-89e3-4f3c-8ed1-8ce77b70cf1a,9830,2024-03-18 01:31:29,125.89,Credit,"Williams, Sanchez and Fernandez",Lake Jasonchester,0
ec301da4-95c9-4e3f-9f01-3adb9754a543,7096,2024-04-24 05:23:56,-2583.26,Debit,"Murphy, Stevens and Cameron",Lake Reneefurt,0
6143209a-61fa-439a-abd0-aa6d629515e3,4180,2024-03-10 20:37:52,-564.78,Debit,"Owens, Hoover and Lambert",North Jeromechester,0
645ac1b5-fcee-495f-8e26-c5c3577e2378,8009,2024-09-26 16:14:51,4359.45,Debit,"Blevins, Mccoy and Jenkins",Victoriahaven,0
c07d8e39-968d-439b-a22b-09a09a4265ff,5338,2024-08-18 10:12:14,-2021.97,Debit,Griffin LLC,South Stevenmouth,0
602071f7-6051-4fc9-825f-873795d8b919,8609,2024-04-29 08:03:26,2383.72,Debit,Hill-Lynch,West Leslie,0
fb2235e6-f9bc-4ab5-a81f-50cfd359091a,2109,2024-05-25 23:50:59,-4594.68,Credit,"Charles, Aguilar and Hernandez",Jamesville,0
9e7e394e-8a80-4222-bc08-b5b10e787fa6,3578,2024-03-25 17:11:37,-662.41,Credit,Jones-Beasley,Lake Cheyenne,0
299370ac-1807-4702-8430-269ab0010fe1,8531,2024-03-06 04:30:55,-3469.24,Credit,"May, Hansen and Harvey",Mallorymouth,0
e728f1cc-0440-4406-9f55-c9ba080bfcf6,5249,2024-09-22 08:14:48,-3326.38,Debit,Kidd-Gonzales,Randolphmouth,0
839053f0-9277-4d2a-b09e-fb50beae91af,5160,2024-12-17 07:17:09,-4276.91,Debit,Williamson-Henson,South Christopherville,0
246d84ee-7539-4099-8399-73fa684276c7,7083,2024-01-10 01:44:47,-3110.58,Credit,Hanson Group,Brandibury,0
3dd7f57d-cd57-47d1-ab71-45d3893eda92,6915,2024-05-12 05:54:11,830.09,Credit,"Dillon, Booth and Singleton",Jeremytown,0
f9a5730d-4ff9-4aba-85bd-4702642ab4f5,5195,2024-11-05 22:55:14,-3697.12,Debit,Wang Group,Walkerland,0
d3ebe7ba-dc94-419d-bb48-1ccf95290116,5806,2024-02-12 01:37:44,-2734.07,Debit,Martin-Knight,New Stephanie,1
cb8cbd71-b7a1-41a4-902d-adfa44aaf0c8,7556,2024-01-22 19:30:34,251.82,Credit,Green PLC,North Alexander,0
779a5979-6f9b-4bfd-a867-50df3ce017b8,8767,2024-11-20 05:09:30,4046.67,Debit,Arnold LLC,Aaronburgh,0
cdf600fb-a13a-4dee-9a5a-9f8d8ab1f162,4681,2024-11-15 08:54:25,-418.92,Credit,Olson-Hines,Barryville,0
116527d1-afec-4aa9-aaed-64cf6d65daf1,4120,2024-09-18 17:39:10,3505.5,Credit,"Montes, Moss and Torres",North Kennethberg,0
d0234028-6404-4502-8eba-adb66b504ef5,9679,2024-05-13 21:27:38,-1771.79,Debit,Walls-Pham,Rachaelshire,0
db89ba44-f6dc-4b0a-ae27-9cf2330a1aac,1419,2024-01-14 23:12:16,3686.87,Credit,"Love, Smith and Velez",Darrenfurt,0
075c3ddf-3154-410e-998d-864b61c3bd8d,1109,2024-12-11 03:59:17,-4247.28,Credit,Byrd-Cooper,Erinstad,0
101925ba-66dc-45ff-affc-d836692c8391,7562,2024-08-25 08:50:14,-3308.66,Credit,"Castaneda, Wilson and Chapman",Williamsland,1
a424c1da-ca17-476c-8fea-6ba41c39b210,3679,2024-11-08 01:37:41,302.8,Credit,"Perkins, Hunt and Valenzuela",Victorchester,1
09c2d4fb-7d3d-4b40-aaad-a5bf76d6d905,7767,2024-03-13 16:04:13,4507.78,Credit,Howell-Randall,Banksbury,0
75d35163-f35b-4cdd-8648-084484a0530e,7972,2024-11-03 19:43:13,4632.18,Credit,Adams-Lee,East Juan,0
f96cb941-b52e-4672-a018-448d87f0fd76,9858,2024-07-12 10:10:12,1748.38,Debit,"Gilbert, Henry and Salazar",Shawnfurt,0
851d3290-45e0-41e5-86b5-1614e3bcb2a7,2868,2024-05-17 05:01:53,-4816.53,Debit,Mcdonald-Jacobson,Port Micheal,0
0717d46d-d936-4c7e-8e1e-38c5f5a34477,4822,2024-01-16 03:05:00,-3902.07,Credit,Jimenez Inc,Evanschester,0
aba650cb-9dfd-4398-81bc-271bba293ba3,6198,2024-12-02 08:52:17,2616.5,Credit,"Macias, Mendoza and Beck",Millerton,0
bd3ae37f-8dcb-4ede-a576-e0b4db4db3ab,4084,2024-10-06 14:18:00,2026.76,Credit,"Stevens, Brown and Ford",Youngville,1
6f1c6c21-ad81-404f-a9ee-e19611bbdab2,3155,2024-10-01 00:09:13,-3018.5,Debit,Johnson PLC,North Danielstad,0
94ea8289-c6a0-4aec-8535-eeb9bfd9379d,7088,2024-02-27 12:46:43,-988.52,Credit,"Gaines, Johnson and Cruz",Fowlermouth,0
6c819da9-ceb8-46cd-b75f-10bdb5ebda03,6845,2024-03-22 03:28:51,1903.83,Credit,Lucas Inc,New Shannon,0
96284466-d775-4e8b-bb55-59eebd7db15d,9595,2024-11-18 06:41:22,-2182.9,Debit,Nguyen and Sons,New Terri,0
56afa78d-65fe-44ae-9377-efcfb62c96d1,2396,2024-09-02 02:24:08,-4589.04,Credit,Gonzalez LLC,Diaztown,0
f2c61e43-a9f7-4979-86cc-4b72d36b64e7,2448,2024-07-12 11:46:55,-3083.23,Credit,Gonzalez-White,Ryanchester,0
