account_id,client_id,account_type,balance,last_transaction_date
66756,16115,Checking,94971.74,2024-05-15
57880,71368,Checking,96763.6,2024-10-12
64007,20449,Checking,89429.4,2024-03-22
49775,54890,Checking,81377.44,2024-03-25
68670,2281,Saving,77920.04,2024-03-29
29649,2762,Saving,7617.51,2024-07-05
56316,45232,Saving,61790.76,2024-12-10
85472,20429,Checking,51038.8,2024-02-16
52676,88352,Checking,64387.33,2024-04-24
64072,10361,Saving,21584.45,2024-08-01
38102,93503,Saving,82597.65,2024-09-11
30837,77077,Checking,20327.73,2024-01-17
52398,61322,Saving,4263.85,2024-05-07
23465,41136,Saving,4834.78,2024-06-06
50627,70804,Checking,42040.0,2024-07-31
57559,46992,Checking,57008.73,2024-11-06
52021,33367,Saving,83537.39,2024-08-27
13406,79411,Saving,56234.27,2024-06-24
39346,54273,Checking,74998.96,2024-02-12
73687,61562,Checking,7626.79,2024-11-23
28507,76424,Saving,3468.44,2024-05-09
94687,63442,Checking,63326.55,2024-09-21
31713,98826,Checking,70085.95,2024-03-05
35693,77101,Checking,-936.94,2024-06-08
94816,67872,Checking,82297.8,2024-02-12
94779,47335,Saving,53849.51,2024-11-10
35186,69481,Checking,603.37,2024-11-08
37668,75892,Checking,30846.55,2024-06-17
17156,92106,Checking,66146.85,2024-10-09
73412,7776,Checking,31097.61,2024-12-08
29458,61506,Saving,49040.53,2024-11-03
40326,94971,Saving,18613.18,2024-10-11
42292,2357,Saving,62931.06,2024-05-17
26251,93546,Checking,77135.31,2024-10-11
33740,58275,Checking,91014.47,2024-12-04
33224,95452,Checking,79601.07,2024-06-27
75199,8248,Saving,79588.49,2024-10-14
52403,17461,Saving,94600.97,2024-09-01
49745,64820,Checking,9034.75,2024-12-15
70252,60827,Saving,44760.4,2024-05-14
73306,26215,Checking,68784.62,2024-04-08
99570,38121,Checking,36792.81,2024-06-29
70658,90306,Saving,14318.9,2024-09-08
86807,8138,Saving,14834.4,2024-12-02
43979,81142,Saving,19837.1,2024-07-03
60184,87565,Saving,79784.75,2024-02-11
91475,72999,Checking,23850.71,2024-04-17
39310,3162,Checking,7596.6,2024-12-04
24296,72534,Saving,49125.57,2024-06-23
52590,75226,Saving,3785.34,2024-08-14
51066,38961,Checking,84256.15,2024-08-24
81429,68750,Checking,21916.16,2024-02-09
68394,87354,Checking,-29.54,2024-04-26
28981,35007,Checking,33869.08,2024-05-06
64094,28983,Saving,65385.09,2024-09-26
33088,33792,Saving,50282.29,2024-07-28
81422,90308,Checking,28651.01,2024-10-27
62791,90735,Saving,27560.73,2024-08-30
12877,53832,Checking,52629.68,2024-06-16
52658,24603,Saving,7295.6,2024-11-27
21112,17185,Checking,36663.74,2024-10-29
16122,79574,Checking,69413.08,2024-10-09
51602,11899,Checking,23487.24,2024-07-18
37668,8152,Checking,26812.91,2024-04-16
87382,4879,Checking,60404.06,2024-11-02
75869,16769,Saving,39262.23,2024-05-16
85145,68456,Saving,55490.67,2024-03-08
80672,95087,Checking,15511.27,2024-04-11
54633,52725,Saving,33461.5,2024-11-03
24001,62775,Saving,41621.5,2024-05-16
89907,38741,Checking,49297.48,2024-07-29
82444,81018,Saving,89614.94,2024-02-23
45472,20669,Checking,-296.1,2024-05-21
32215,16956,Saving,36402.26,2024-11-06
67947,21942,Checking,2018.58,2024-10-11
74187,82196,Saving,11738.1,2024-04-14
42129,38074,Checking,26937.3,2024-02-19
21681,96563,Saving,95657.98,2024-10-28
62812,15915,Checking,7459.51,2024-11-21
18084,83045,Checking,3529.09,2024-11-13
14456,47110,Saving,27075.02,2024-05-30
52933,22973,Checking,41429.34,2024-11-27
20249,20253,Saving,62767.23,2024-06-15
16030,43630,Saving,51250.83,2024-08-03
22116,18293,Saving,70512.16,2024-05-29
25673,74739,Saving,18884.64,2024-11-09
11232,32846,Saving,77894.88,2024-02-26
71428,18407,Checking,2390.58,2024-04-30
81594,81882,Checking,24167.52,2024-03-03
21898,89664,Saving,68364.85,2024-03-08
11517,13264,Checking,88337.52,2024-07-06
42692,7614,Saving,92430.82,2024-06-13
15623,98322,Checking,20951.54,2024-11-25
13240,16423,Checking,87062.12,2024-02-28
59568,30602,Checking,86326.4,2024-09-23
79693,96938,Saving,49477.82,2024-06-03
99235,90242,Checking,89222.31,2024-06-29
94148,4855,Checking,11854.58,2024-08-06
92563,50518,Saving,5888.84,2024-01-16
33513,43658,Saving,73813.43,2024-04-25
61631,70746,Saving,47770.81,2024-06-20
14571,60542,Checking,61085.35,2024-04-29
31549,14704,Checking,37486.22,2024-07-27
47540,11184,Checking,78159.76,2024-07-27
34500,17301,Saving,76936.93,2024-08-02
72566,76843,Checking,84978.16,2024-11-04
86612,38956,Saving,4186.97,2024-06-08
32754,98795,Checking,68719.9,2024-11-05
18226,95041,Checking,61783.98,2024-03-09
96281,14688,Saving,34751.68,2024-09-30
12598,69971,Saving,-594.04,2024-12-14
27800,68694,Checking,78139.81,2024-02-21
41238,16791,Saving,66918.75,2024-09-19
28888,50158,Saving,62485.97,2024-07-18
84955,93850,Checking,43757.6,2024-10-11
64611,5122,Checking,96630.82,2024-07-19
46366,12050,Saving,74623.3,2024-03-27
78024,73912,Checking,10842.02,2024-10-17
78416,83071,Checking,3586.96,2024-01-19
81331,23380,Checking,19249.87,2024-06-09
45397,22363,Saving,1293.49,2024-05-17
26774,50094,Saving,60853.5,2024-08-11
13165,74575,Checking,51500.47,2024-01-26
78712,18946,Checking,24652.41,2024-04-18
76753,16555,Saving,70393.13,2024-06-26
53133,62046,Checking,37107.74,2024-11-03
68435,8443,Checking,12697.78,2024-11-06
34254,14972,Saving,76550.73,2024-10-27
28708,5146,Checking,43580.79,2024-04-19
63010,40172,Saving,17603.16,2024-09-04
36264,99381,Checking,98358.39,2024-12-07
98235,44199,Checking,11003.4,2024-07-08
43286,87285,Checking,62740.93,2024-09-26
13874,7632,Saving,40130.85,2024-02-20
68624,20972,Checking,84517.4,2024-05-20
82447,89041,Saving,31718.4,2024-09-21
67273,66556,Saving,26145.14,2024-04-25
54259,78135,Checking,22271.53,2024-03-07
32931,37084,Saving,13597.75,2024-03-24
14183,78705,Checking,58043.38,2024-04-19
19025,26518,Checking,35144.45,2024-08-11
33319,51444,Checking,64094.45,2024-01-18
80230,79645,Saving,12698.98,2024-07-05
42224,80728,Checking,71998.85,2024-06-05
49446,88485,Saving,48139.83,2024-05-12
37723,31962,Saving,17563.74,2024-11-14
34219,96568,Checking,2057.54,2024-06-22
15472,13361,Saving,14607.88,2024-01-31
23658,39653,Saving,83090.05,2024-08-10
97356,98393,Checking,13194.81,2024-01-18
99803,21573,Saving,61544.64,2024-02-01
40095,55260,Saving,37068.94,2024-07-02
34965,21541,Checking,68709.4,2024-11-16
61424,48296,Checking,86233.86,2024-06-19
16897,54002,Saving,86545.89,2024-06-19
59716,56681,Saving,43927.47,2024-04-07
63472,31363,Saving,41893.28,2024-10-30
90601,21740,Saving,68836.33,2024-11-24
74569,3266,Saving,40820.88,2024-07-14
82589,57582,Saving,98565.43,2024-10-22
36569,83418,Checking,88220.49,2024-07-19
37734,83642,Checking,37621.86,2024-11-30
71142,54098,Checking,8104.03,2024-10-23
16360,80752,Saving,75207.34,2024-09-13
28783,75026,Saving,9408.79,2024-12-15
89759,36409,Checking,56738.38,2024-10-10
35168,25753,Saving,39471.22,2024-03-07
80103,79485,Saving,32185.85,2024-05-12
19843,7335,Checking,11466.55,2024-12-13
82431,6168,Checking,46868.41,2024-03-13
34113,36666,Checking,72196.86,2024-01-27
71155,25618,Checking,13656.17,2024-05-06
66413,89687,Checking,41147.82,2024-07-27
66806,55300,Checking,85088.4,2024-01-29
77919,23982,Saving,97526.74,2024-01-03
44883,66036,Checking,11674.66,2024-01-23
15103,3019,Saving,52136.14,2024-05-13
33492,61488,Checking,62387.18,2024-01-04
98617,5670,Saving,19775.95,2024-10-21
65923,23724,Checking,8845.66,2024-07-23
28089,63406,Checking,23987.97,2024-10-10
63814,84333,Saving,94946.68,2024-07-26
85011,30687,Saving,15247.04,2024-10-12
76039,41819,Saving,65459.27,2024-03-05
83909,23957,Saving,77516.22,2024-01-21
56677,12783,Checking,43341.48,2024-02-05
29291,10219,Saving,93903.54,2024-08-29
64009,29751,Checking,20653.32,2024-04-01
24854,63897,Saving,87292.19,2024-07-14
62006,28719,Saving,21287.23,2024-03-17
93869,35440,Checking,33366.0,2024-09-03
70365,10764,Checking,13312.0,2024-10-27
77778,43917,Checking,27322.94,2024-11-08
23068,8885,Saving,11260.02,2024-10-28
70113,57437,Checking,49163.86,2024-03-02
64511,72789,Checking,9514.83,2024-08-07
87624,57056,Checking,38763.58,2024-04-20
76103,48302,Checking,66516.27,2024-07-03
15138,29819,Saving,383.13,2024-05-23
35264,79271,Saving,34027.02,2024-02-26
57752,71412,Saving,96126.07,2024-04-16
72124,33263,Checking,69807.32,2024-04-07
62481,13638,Saving,83930.86,2024-08-06
57130,62202,Saving,6891.72,2024-06-25
60505,46677,Saving,34584.07,2024-10-04
70508,80369,Saving,52821.41,2024-11-16
58108,19773,Checking,49560.59,2024-02-22
88608,68614,Checking,68589.19,2024-04-18
14633,94534,Saving,62100.54,2024-09-08
63716,94715,Checking,54755.42,2024-05-30
33350,19277,Saving,33703.15,2024-01-13
82725,17728,Checking,-990.17,2024-10-27
96422,2544,Saving,62835.23,2024-04-14
37353,32109,Saving,7609.68,2024-02-11
16949,58070,Saving,77724.05,2024-06-09
88170,15824,Checking,10820.83,2024-04-15
34242,24292,Checking,44998.97,2024-02-05
56995,71938,Saving,34906.41,2024-01-22
70111,4915,Checking,97994.98,2024-07-17
18763,54567,Checking,84662.31,2024-03-10
73757,46243,Checking,51765.35,2024-02-22
99785,35838,Saving,75468.39,2024-04-23
36875,4982,Saving,63726.88,2024-09-11
13042,21778,Saving,45492.15,2024-07-29
92444,8072,Checking,64488.9,2024-01-31
88712,85472,Checking,65541.63,2024-06-22
62513,16643,Saving,91811.89,2024-09-20
39914,20313,Saving,44972.95,2024-06-04
56410,88416,Saving,91011.56,2024-02-22
15355,59805,Saving,58408.16,2024-05-25
54949,10782,Saving,86402.98,2024-01-28
17667,78835,Checking,8378.56,2024-02-23
17695,21552,Saving,54757.95,2024-05-13
73600,15395,Checking,42531.84,2024-08-28
71417,48449,Checking,48269.0,2024-04-28
80567,41339,Checking,37079.69,2024-01-24
95886,78130,Checking,74658.56,2024-05-31
19406,7448,Saving,66665.51,2024-10-14
38180,13647,Checking,53225.48,2024-05-22
25981,71662,Saving,2111.06,2024-07-17
82957,99806,Checking,63576.56,2024-01-08
85472,44171,Checking,81123.06,2024-11-24
59904,44952,Checking,46817.61,2024-07-03
84646,5840,Saving,44083.45,2024-08-04
63634,97281,Checking,13686.33,2024-04-24
25092,69974,Checking,36064.7,2024-08-25
81098,42449,Saving,52431.79,2024-06-01
90931,18509,Checking,71793.07,2024-07-23
40553,54879,Saving,62485.94,2024-05-11
58051,87876,Checking,73152.63,2024-06-14
61263,71787,Checking,77321.08,2024-04-09
76518,65252,Checking,39119.12,2024-03-17
51215,64123,Saving,6933.29,2024-01-17
97927,63271,Checking,43133.63,2024-12-13
73133,21534,Checking,8676.36,2024-08-27
72164,28100,Saving,5280.08,2024-08-13
37822,9293,Saving,27.11,2024-05-14
83093,20600,Checking,65631.44,2024-10-29
59488,36104,Saving,99380.75,2024-03-17
12630,95159,Saving,32769.29,2024-03-20
97727,46862,Checking,41243.77,2024-05-03
51193,96395,Checking,53949.39,2024-03-31
64812,24879,Saving,34811.04,2024-02-14
67048,14030,Saving,88749.59,2024-06-13
32519,91827,Saving,24718.0,2024-08-28
41571,59410,Checking,63319.74,2024-08-20
30178,30408,Checking,63916.38,2024-09-19
81043,40759,Saving,80155.47,2024-06-06
98621,13051,Saving,78121.53,2024-01-10
52295,73218,Saving,30427.67,2024-07-26
60241,28713,Saving,79935.67,2024-02-23
87047,84179,Checking,46911.16,2024-03-06
67676,65030,Saving,22624.57,2024-10-16
62705,27042,Checking,91178.79,2024-02-10
43147,51655,Checking,89316.47,2024-03-25
76600,77256,Saving,29835.24,2024-01-19
31757,52635,Checking,40880.14,2024-10-17
42843,28855,Saving,4773.08,2024-08-26
33142,51662,Saving,42139.26,2024-01-01
33735,61143,Saving,31055.43,2024-11-28
81662,87192,Checking,12887.49,2024-06-09
93938,14095,Saving,37965.56,2024-05-07
78374,91657,Saving,94257.99,2024-04-09
72232,52737,Checking,1118.69,2024-05-28
17974,65254,Saving,79781.46,2024-01-19
43922,38745,Saving,55798.09,2024-01-08
63639,39045,Saving,12256.59,2024-07-20
90944,25959,Checking,3932.18,2024-07-04
43922,32032,Checking,60804.28,2024-05-15
86993,12495,Checking,81590.97,2024-05-05
58724,12126,Checking,56957.61,2024-12-01
22687,37655,Checking,83220.33,2024-07-19
29498,86724,Saving,29974.54,2024-12-10
88946,22376,Saving,19661.02,2024-09-10
40247,25942,Saving,83529.58,2024-05-13
53458,92250,Saving,9040.54,2024-04-26
78501,11105,Checking,38713.64,2024-05-22
57131,8990,Saving,66417.85,2024-11-18
99962,74899,Checking,26267.2,2024-02-06
30791,89404,Saving,12339.91,2024-03-02
36525,31256,Saving,91848.38,2024-06-21
18082,46469,Checking,69246.53,2024-01-10
72349,15625,Checking,42825.38,2024-10-13
44269,39292,Saving,79552.39,2024-01-08
58615,74346,Checking,81150.41,2024-09-25
57728,64057,Checking,62305.94,2024-09-15
23154,57219,Checking,75057.45,2024-01-01
79674,97317,Checking,14473.34,2024-11-08
71791,53526,Saving,49930.37,2024-06-17
49235,84635,Saving,68078.7,2024-01-14
55345,82466,Saving,77641.59,2024-09-10
63898,97189,Checking,60279.63,2024-07-17
44809,94250,Checking,70158.2,2024-02-25
58213,73876,Saving,14163.28,2024-10-27
26021,40088,Saving,14432.0,2024-11-17
90535,49449,Saving,21657.57,2024-06-01
42945,7534,Checking,11882.46,2024-06-08
69891,36675,Saving,57805.32,2024-02-23
14555,61555,Saving,62428.45,2024-09-03
67674,27717,Saving,60133.44,2024-01-24
29810,70518,Saving,79010.18,2024-02-15
41640,79655,Checking,65747.38,2024-04-07
57377,23351,Checking,98872.27,2024-04-16
89546,24432,Saving,88805.46,2024-01-18
30631,17653,Saving,14505.37,2024-08-16
40170,42812,Checking,91031.64,2024-05-15
97666,14581,Checking,91952.6,2024-01-13
65965,97837,Saving,39833.24,2024-03-11
14843,34598,Saving,48606.91,2024-04-29
26324,24567,Saving,69585.91,2024-09-17
30101,18582,Checking,70689.45,2024-12-14
16215,2709,Checking,60404.06,2024-10-21
86882,44960,Checking,15450.15,2024-02-14
86235,77109,Saving,17158.0,2024-04-07
12232,9387,Saving,11166.88,2024-02-15
77595,28965,Checking,57853.31,2024-04-11
48230,67391,Saving,82068.07,2024-11-23
34321,55757,Saving,50221.32,2024-04-16
15804,5219,Checking,47554.13,2024-09-20
12220,40486,Checking,71241.31,2024-06-08
41574,78114,Checking,67404.2,2024-03-30
90481,81998,Checking,94447.52,2024-05-01
80590,52650,Saving,6268.98,2024-08-19
71046,35076,Checking,88643.93,2024-11-13
84616,49479,Checking,49895.01,2024-03-05
54243,80692,Saving,76049.46,2024-12-13
62175,50706,Checking,91342.03,2024-02-14
38588,64169,Checking,71272.56,2024-10-06
62642,80801,Checking,42869.34,2024-08-04
54247,48217,Saving,72259.53,2024-05-03
48302,76926,Saving,45838.38,2024-10-30
30851,10171,Saving,67841.54,2024-12-07
33489,11176,Checking,36389.83,2024-05-22
24593,14529,Saving,35837.83,2024-12-12
76533,9578,Saving,89409.82,2024-10-09
91106,43820,Saving,26630.06,2024-08-16
94224,76825,Checking,38229.16,2024-08-30
79274,90158,Saving,34755.98,2024-07-11
28690,83069,Checking,79176.56,2024-04-25
75752,72119,Checking,32587.71,2024-02-03
10298,36240,Saving,1711.16,2024-01-06
91341,27506,Checking,37852.16,2024-09-21
49512,90704,Checking,41128.44,2024-09-01
50321,25814,Checking,57301.38,2024-05-20
72138,37664,Saving,85436.04,2024-01-09
60077,60536,Checking,85418.87,2024-10-11
58528,84418,Saving,27613.95,2024-09-07
93844,30486,Saving,947.04,2024-05-14
74842,1768,Saving,87269.01,2024-02-08
41955,37763,Checking,57783.95,2024-10-27
85847,92090,Checking,30959.46,2024-12-03
46013,95716,Checking,30058.03,2024-07-11
99631,99280,Saving,26540.2,2024-11-27
93670,45771,Checking,35544.31,2024-10-09
96245,66203,Saving,29714.01,2024-03-15
30794,51243,Checking,6347.87,2024-02-01
14341,89405,Checking,21743.61,2024-11-20
59215,32342,Saving,4276.34,2024-12-08
29356,73995,Checking,71921.84,2024-02-19
95395,17915,Saving,58049.65,2024-01-20
87022,79860,Checking,80078.46,2024-01-30
26550,47822,Saving,58014.47,2024-01-31
25303,35643,Saving,83501.79,2024-02-24
70570,29007,Checking,97451.09,2024-08-09
81651,77756,Checking,88745.2,2024-04-21
99903,5496,Saving,58734.95,2024-05-18
22089,33933,Saving,92949.44,2024-06-04
68002,46159,Saving,50290.49,2024-05-09
24633,72464,Saving,44262.77,2024-07-23
32224,96258,Checking,63179.19,2024-10-01
12472,32957,Checking,11358.2,2024-11-28
62117,49954,Saving,34367.29,2024-11-16
64331,59915,Saving,42098.61,2024-07-04
58566,68350,Checking,82526.15,2024-04-15
95567,38973,Saving,86213.43,2024-07-16
76503,16317,Saving,17668.88,2024-08-10
18540,57829,Saving,66800.31,2024-07-21
84592,25400,Checking,29951.06,2024-06-22
27435,71363,Checking,82906.51,2024-09-10
87339,52329,Saving,93144.12,2024-08-18
78930,42616,Saving,72461.73,2024-06-02
60253,74167,Saving,84027.24,2024-01-15
97026,29914,Saving,72269.71,2024-07-29
47696,88970,Checking,90085.83,2024-09-18
64630,38581,Checking,98013.68,2024-10-12
12277,53585,Checking,70755.94,2024-08-02
16486,43165,Checking,60527.79,2024-03-05
59081,10678,Saving,47423.07,2024-11-14
40215,14484,Saving,97597.35,2024-09-11
16817,23233,Saving,45845.22,2024-07-23
30412,99363,Saving,47481.62,2024-12-10
88159,30102,Checking,6137.95,2024-10-25
75430,64262,Checking,52801.09,2024-02-07
77563,38553,Saving,28656.83,2024-01-08
12267,52447,Checking,17236.4,2024-04-15
58409,91611,Saving,52123.63,2024-06-03
82615,4388,Saving,5438.74,2024-10-20
58644,74056,Checking,75935.57,2024-03-31
97859,91051,Checking,24893.19,2024-05-06
76161,74082,Saving,80212.45,2024-05-10
58809,46426,Saving,7117.94,2024-11-01
10724,44967,Checking,97022.0,2024-08-22
46624,77074,Checking,68375.01,2024-01-04
84911,61420,Checking,14918.48,2024-01-04
62783,23040,Saving,33534.74,2024-08-21
16767,25572,Checking,1998.01,2024-10-08
36826,40060,Checking,36693.66,2024-07-15
36959,14849,Saving,313.79,2024-11-13
50129,16353,Checking,50286.4,2024-01-19
51927,79085,Checking,50796.85,2024-06-26
74057,45646,Checking,85267.99,2024-02-18
43331,41005,Checking,87144.95,2024-08-25
89044,25791,Saving,41104.55,2024-03-06
65196,23680,Saving,53821.83,2024-07-02
55029,56801,Saving,57641.28,2024-08-13
60140,75873,Checking,19672.19,2024-05-08
78568,57307,Saving,6957.48,2024-07-08
29530,41909,Saving,99449.51,2024-04-01
99478,9088,Checking,98502.59,2024-12-11
43847,16625,Checking,46023.2,2024-09-10
28009,23489,Checking,69089.77,2024-12-03
71785,89011,Checking,60253.5,2024-07-25
78072,17793,Saving,59868.65,2024-08-21
55760,90547,Checking,58674.98,2024-08-27
67437,91655,Checking,56780.12,2024-03-11
73685,68667,Saving,30332.41,2024-07-24
85715,88587,Checking,6392.86,2024-01-11
68641,64419,Saving,74515.12,2024-02-03
24989,26903,Checking,84273.44,2024-08-15
13447,74517,Checking,76991.88,2024-02-14
93820,3656,Checking,65053.08,2024-09-12
21130,75925,Saving,99311.84,2024-03-24
15288,12094,Checking,8104.51,2024-07-02
42602,16322,Saving,29002.69,2024-09-22
46759,54897,Checking,56720.89,2024-04-12
35484,63705,Checking,62242.15,2024-05-03
80611,45205,Saving,16869.13,2024-07-18
27707,82031,Checking,99493.04,2024-04-02
32340,69161,Checking,87417.1,2024-07-05
33017,36232,Checking,25383.47,2024-10-07
12224,89418,Saving,18272.93,2024-02-13
25977,53602,Checking,91451.96,2024-06-11
74275,84463,Checking,17630.23,2024-05-06
71572,68170,Saving,30834.25,2024-10-18
12007,79578,Checking,86822.19,2024-07-30
85634,7325,Checking,29410.13,2024-07-24
23409,48504,Saving,8634.9,2024-03-10
42999,31244,Checking,97070.23,2024-08-16
14089,66443,Checking,13032.05,2024-11-03
39262,1539,Saving,94023.53,2024-04-13
17460,66384,Saving,53379.91,2024-08-29
31656,67858,Checking,13788.27,2024-07-18
10520,49201,Checking,20952.94,2024-09-17
84598,91549,Checking,30341.67,2024-11-26
41686,56111,Saving,26782.19,2024-07-29
67708,79756,Checking,43392.24,2024-03-02
62722,90089,Checking,90436.45,2024-07-26
74120,9980,Saving,45708.78,2024-04-05
84737,89669,Saving,79339.47,2024-02-18
32713,84827,Checking,92935.07,2024-11-21
23784,19171,Checking,65428.14,2024-10-10
45467,98924,Checking,42078.69,2024-02-11
77292,19699,Checking,61096.54,2024-06-09
65898,57150,Checking,36508.13,2024-12-16
74472,14817,Saving,48411.36,2024-07-30
49415,94677,Saving,46826.06,2024-10-22
67407,57224,Checking,54860.64,2024-01-15
66573,51570,Checking,59748.96,2024-09-13
36338,72455,Checking,50907.78,2024-05-24
95043,32679,Saving,1202.7,2024-11-16
32251,35909,Checking,34956.38,2024-09-19
47550,9875,Checking,52235.64,2024-06-25
57072,63190,Checking,2766.22,2024-01-22
