loan_id,client_id,loan_amount,interest_rate,term_months,start_date,loan_status,loan_interest_category
1d50edcb-b57c-4dd2-956d-a4bc2e7de351,31466,464654.46,9.58,24,2022-08-17,Large,High
24191872-16ea-4e2d-bd47-200471baf131,89898,350209.43,4.21,24,2024-07-25,Large,Low
676052ab-083d-4ca0-89d7-53775085b865,71934,367019.89,4.06,12,2024-04-30,Large,Low
7cb0bafb-22f3-4ab5-867e-1b7ded04c977,40344,304010.67,4.87,60,2022-07-27,Large,Low
99b4a64f-e97a-4458-b5f0-d0f4df1742ab,87344,438860.56,8.71,48,2023-12-08,Large,High
2e288091-f118-43ae-8263-b49b6997c911,31083,360211.09,7.29,24,2023-11-13,Large,High
b750e56c-562a-4ca2-b93f-406f8e252018,54555,231539.79,1.96,60,2022-07-10,Large,Low
7676e1a7-de16-4b52-8f8e-2c809537dfa0,39715,17214.46,3.56,24,2024-07-10,Small,Low
66358447-ef04-4d69-ae80-bb08c0605833,11910,77574.09,9.79,12,2023-12-25,Large,High
6134c0f2-61f9-48fe-95c2-743980206e16,77547,43514.6,9.31,60,2024-08-27,Large,High
6737d102-fd26-48ae-94e1-7ca45a29b1af,23918,106649.32,7.92,24,2024-05-14,Large,High
6312a6b0-a3ed-4d30-98b6-d8f6656b2b49,93919,417983.01,3.3,12,2020-05-07,Large,Low
7cac02fb-890d-425c-85e9-7a2a86d67fc2,57909,249899.41,9.68,60,2024-04-03,Large,High
ed1ed6ac-6ed1-4534-af7e-24ade20e1d28,25197,358753.03,3.71,60,2021-06-13,Large,Low
fefae422-d0c6-489a-9287-807549c9fb7c,86337,35532.22,2.25,24,2021-01-07,Large,Low
390dc74b-4422-4105-84d1-2d422a4740da,12851,464884.08,4.64,60,2020-09-07,Large,Low
62d138bc-2910-4ec2-bcd1-3c4b428d4fa0,30914,304941.53,2.64,60,2024-01-10,Large,Low
5536aef3-bd07-447b-888b-8d12fd41a1a8,73717,387896.65,2.3,60,2023-09-14,Large,Low
16fdfb9f-78c6-4ff8-b5f9-d07fbe4ac267,6739,174049.88,4.25,60,2024-04-02,Large,Low
9c433859-c869-4cfd-8e44-d6ecf4212d86,91278,285609.13,6.62,48,2021-10-11,Large,High
a72a6538-5da0-40f6-a14d-f8d8d8d18512,17988,168047.74,3.65,48,2020-06-08,Large,Low
8b27e855-56f5-4411-9ffd-b5b9dab52252,58444,121566.55,8.58,48,2024-10-17,Large,High
468fb4c4-82ee-4fe1-825f-947f63bec301,43735,437789.84,7.94,12,2023-04-13,Large,High
4a712c96-cef9-49f0-a1a0-c6817f4deac2,29047,473296.73,4.07,60,2022-04-28,Large,Low
f1b0ccc6-63bd-4cd7-bb91-e653ecd6e58b,21980,61250.4,9.98,12,2020-04-22,Large,High
29f34f20-3920-448b-8893-c295d721e872,63996,91105.13,7.08,36,2023-12-20,Large,High
89bf859a-f6e6-4616-b82e-a2be879892f1,30252,218821.0,5.52,36,2021-12-20,Large,High
f03d96c1-2d1d-4df0-a78f-fdf67046193e,57391,373141.07,2.95,48,2023-03-04,Large,Low
06dc0edf-f6bf-4da7-b13b-a4232104fe6c,58264,14071.64,7.32,48,2020-08-12,Small,High
ae56b438-1ebf-43e6-a50c-02c1f7498a6b,15407,268312.53,6.85,48,2024-04-18,Large,High
0e691ae4-cf5d-4a14-ac5c-812c145245b8,64623,78563.69,9.86,24,2022-07-31,Large,High
2cc5abee-a64c-4240-a6b1-6715dd3179eb,92812,44525.0,8.83,48,2022-08-20,Large,High
39592482-0225-4050-8440-d492110d056a,30311,1864.38,5.35,24,2021-12-16,Small,High
0a26bce9-c55e-46bd-a6f4-ff0c6f21503a,96714,336116.23,3.51,48,2021-09-24,Large,Low
16630c3b-74d2-4473-ae3b-0220085bc99b,49980,235089.55,5.69,24,2022-05-24,Large,High
fec41883-ea19-4f28-aec6-1b3a23575e26,69428,337509.95,3.1,24,2021-07-02,Large,Low
2a115a5b-4ca3-4898-8ac8-389f4c387802,31621,77944.81,3.48,12,2022-12-08,Large,Low
35fcf9a0-9dfa-473f-a1ba-70f3c03d123a,76286,179246.34,3.64,12,2021-04-28,Large,Low
0f0801bc-5b1d-414c-807d-8995fb56b252,43886,387446.71,5.43,60,2021-07-20,Large,High
968718f1-4139-40a0-a994-3c9c8ff34060,82052,358526.17,8.61,36,2023-04-09,Large,High
8c762654-c742-40bf-9e6a-ed3b2634ace5,22386,447593.46,7.75,36,2023-03-22,Large,High
07d30480-3200-46f2-bd46-2d76a3f09943,14679,83164.04,7.83,24,2021-05-29,Large,High
406020df-6e43-4920-9ea7-918b4e9698ee,69077,432415.06,5.83,12,2023-12-19,Large,High
cf6d1061-44f3-4f40-b460-4e6c21f601b1,12894,329399.69,9.06,24,2024-02-26,Large,High
9578192e-0c94-4422-8cd7-f8bf68cddfa6,43276,12801.78,4.1,60,2023-11-13,Small,Low
46a0c111-24ad-4f59-b4fc-62c3d96c01b7,77350,327134.66,2.45,36,2020-06-03,Large,Low
0cc3378b-6316-41d9-a565-caacb97b20a6,84020,103308.17,6.67,12,2020-09-05,Large,High
1913396e-d962-40f2-bf2d-1277cf4ea6d5,88291,423119.53,9.7,12,2023-11-07,Large,High
5fc5f820-e9b9-4db1-a5ae-fae03721b10f,27543,155327.56,8.59,60,2020-12-29,Large,High
eae05cdd-55da-46e2-a5a4-e8133fdb67db,87269,4574.34,6.99,48,2024-04-30,Small,High
6496db11-d3c2-4c88-9f19-fc5e468d53dd,12680,300881.77,8.38,12,2022-08-16,Large,High
5368bac8-1b99-4192-8f08-86829030d7ad,74529,113987.58,4.57,60,2023-12-24,Large,Low
93ed1c58-fc16-4810-8c3c-ce8fa4acb18a,54052,161764.6,5.87,36,2022-03-12,Large,High
f3e8c355-4002-41bc-99ba-13798d256eba,11249,415672.43,5.37,36,2020-07-21,Large,High
11670e0b-c539-423a-9f48-ce4618ddf47f,71340,394725.0,3.69,60,2022-09-19,Large,Low
ffddccef-6df4-4e13-827d-96525085cf32,41891,252072.6,8.85,12,2024-10-18,Large,High
48f23291-9e79-4a45-8bf3-a29e5840bca6,84974,98019.83,9.29,48,2023-02-08,Large,High
cf4460fd-021f-45fc-99f0-ebde3eacafcf,87559,259091.83,3.7,36,2020-10-31,Large,Low
f049965a-ee05-485e-8624-673f7c2abf1c,7669,268225.88,6.88,48,2022-04-17,Large,High
6024e0e6-d99b-4d99-af15-e16d21295ea9,83126,54578.09,4.28,12,2023-11-30,Large,Low
39b9e23a-b8f6-459e-81fb-f1851f7cbe82,75383,484181.02,9.4,36,2020-06-02,Large,High
f14b5402-44c2-4f9e-a1da-e88165294cf4,94688,13382.29,2.37,12,2022-04-04,Small,Low
54e41142-f595-48d9-90c7-b6095977e873,62263,427234.08,6.3,12,2023-09-04,Large,High
2725fd8e-9ce9-4f8f-a8cd-399a45757874,89607,100930.1,5.96,12,2020-12-25,Large,High
187b1b1c-1451-43f1-9c83-280b18dff0fb,20189,271664.39,5.97,24,2022-09-19,Large,High
caf0aa27-8a30-4661-8c75-9c709e28e7b9,23552,305473.16,5.6,36,2023-09-02,Large,High
d476a4f2-11a0-4760-9697-119345fd1bb9,28675,245711.0,7.06,12,2022-01-30,Large,High
106e282b-90a4-43e5-9412-9352361b3af1,92499,120186.99,6.89,36,2022-03-18,Large,High
0c32833b-1b41-4e82-b77a-dd78b716a41c,32400,292257.01,5.29,48,2024-01-07,Large,High
d9f4ae16-c646-498b-aa13-908856456f26,77292,41242.8,4.61,48,2024-06-27,Large,Low
3292c40c-d3b4-490c-aaad-5fed1d17b320,16169,117992.39,4.07,60,2024-10-23,Large,Low
8d7f0013-a14b-4877-83d5-96cdc74b2c05,40379,239908.95,5.11,12,2020-02-29,Large,High
812de281-2927-4278-ba77-e01b749bc603,66961,286901.53,4.73,12,2023-08-26,Large,Low
c4becee5-554f-43c0-94a7-c9b541d0260e,38457,239332.03,7.31,24,2021-09-08,Large,High
20ec70d2-2751-4218-8a0d-0277996e02da,53816,84113.41,9.27,24,2024-06-05,Large,High
210f1adb-6ad7-4f09-8572-a08a5575ecc4,46345,82445.7,4.19,60,2021-12-04,Large,Low
4d535db8-6c37-4aff-b922-49d2c8580e87,98336,73842.76,7.38,12,2020-12-06,Large,High
7bed7b22-9fae-4055-967d-4894aaf3c52a,54678,368026.98,1.97,36,2021-05-23,Large,Low
005925ce-a288-46e1-9081-135bfcd10f4d,74045,129069.17,1.84,24,2021-04-16,Large,Low
20cb48bc-e077-44cc-a570-c412d3c1e8e7,48000,115799.75,9.95,36,2023-04-16,Large,High
823d5232-2e32-4df1-8375-3dcda07b6ce4,35050,260603.41,9.61,48,2022-05-03,Large,High
0bfd0817-066e-45ff-9d07-963d424cb8f3,70289,314701.67,8.35,36,2020-12-25,Large,High
db955937-1c0e-4ab5-9ed9-a236bf9e4fe4,15261,272001.75,3.11,60,2022-04-19,Large,Low
68df7e1f-d2f8-46f5-ada5-97f45bd9806d,56534,61620.89,7.53,48,2023-05-16,Large,High
2c4dcc81-07b9-4c63-a281-7fbba2a09c04,63699,437030.72,3.45,60,2022-09-29,Large,Low
49d0c077-36e6-475d-96fd-1125b8bb99cc,93088,95001.56,2.25,48,2023-01-13,Large,Low
d4fa0951-0f37-4002-b302-111edeeb55a7,78535,200781.04,5.73,24,2021-06-29,Large,High
3ce364f9-25b1-427e-8c86-58a7a3724c99,40761,205506.02,8.21,48,2020-01-16,Large,High
a5140b1b-24df-4b08-9d31-cd46e4c96640,52574,451087.26,1.82,60,2023-11-14,Large,Low
b7b5042c-a068-4c02-a9fb-6ee808ceb011,85347,22408.77,6.33,48,2021-10-24,Large,High
6a96ac4a-b1cd-425c-850f-be338cd4fdb1,77689,238188.45,8.52,24,2022-06-26,Large,High
4390717b-d866-49e0-b03c-170d62afd9ca,28798,151665.33,5.24,48,2024-03-22,Large,High
cf6a390b-8402-4559-8f62-f1bb2957a73e,74753,326930.5,7.72,60,2022-03-08,Large,High
9ab2cec0-11b7-4903-a42e-7e948789cad3,68442,86515.42,3.71,36,2020-11-27,Large,Low
a1440176-5841-4d69-aa3a-276f60a9b7fc,94434,154920.53,4.59,48,2021-09-14,Large,Low
99b550f2-21d2-4649-ab6b-b5c409e376d6,94035,131001.13,3.42,36,2020-09-05,Large,Low
b1dd97a0-9b00-446b-8eb8-79936b2286aa,19688,75447.45,3.32,48,2024-11-09,Large,Low
4fc4c0bb-c226-4c1c-aad9-3095a6e7cea7,35248,458171.58,2.97,24,2024-08-21,Large,Low
8a3dec2a-152d-43a7-8af8-615e18fc252f,71903,317879.18,2.95,12,2020-06-13,Large,Low
45346a9a-8278-429e-a1dd-80cf18289715,91650,410776.67,1.96,12,2022-03-10,Large,Low
59e4aee5-0c05-4588-85e2-be26a364a7a5,5299,323313.59,2.96,12,2020-08-23,Large,Low
47622328-0696-4998-bec6-f69bb9a8ceba,46285,407250.76,1.72,36,2021-10-20,Large,Low
00fd97dc-77c7-4d09-a211-feb5faa8f1b5,17801,339260.86,3.81,48,2021-04-22,Large,Low
074d626a-9b71-4fec-a4c7-382e9c4e7a68,43641,233091.37,5.94,60,2023-12-19,Large,High
951d0061-e44b-4150-ac38-e1962fcca8be,2524,75373.08,4.6,12,2021-12-23,Large,Low
5b1f5c67-3c37-4643-9db6-79efeecdc00e,90541,223732.0,4.16,24,2023-09-25,Large,Low
ce3a9cc0-e6cd-40ff-99fb-eebf93a025c7,90418,62178.02,8.3,12,2022-09-24,Large,High
cf429963-ed3e-469b-8bcb-2afe8e57c6da,82755,308365.18,6.25,60,2023-05-30,Large,High
569cfb30-f89f-4736-a271-93ed712e9ef1,79780,456941.98,3.29,48,2022-09-03,Large,Low
81d8b11b-5b15-4682-9231-d1e262d36247,42313,492313.64,3.19,48,2021-06-13,Large,Low
c5b98943-a0e2-4737-9dc1-25c7e0c95255,73260,474170.52,8.24,48,2024-01-15,Large,High
d722d37f-b55b-44ce-abb3-885a4122a84e,75592,263526.36,3.41,48,2022-04-21,Large,Low
f7be0bf8-8076-4b21-8831-c1225a476b32,33976,495425.91,5.93,24,2024-05-31,Large,High
712626ea-796d-4119-9c74-1c2fbf2ed5d2,5967,245757.62,2.8,36,2020-03-10,Large,Low
86181659-df8f-4a26-818c-979b5a16444f,1800,457014.85,7.79,36,2024-11-04,Large,High
8ac0fbf7-ba23-4192-932f-256e3bbe9531,77065,476998.51,5.88,60,2021-05-30,Large,High
4cda60ea-ce40-4547-86ee-5adeaa301543,31661,390922.08,8.89,24,2022-07-17,Large,High
aa9fd00c-7145-4087-9861-83d7ec365f25,55935,149844.87,4.2,36,2021-02-26,Large,Low
29f352dd-b794-45ef-894e-03550eb46771,97582,207523.3,3.31,24,2023-08-11,Large,Low
a1b0bf57-db89-4490-bbd0-8038c5ea69ba,35177,328362.34,9.92,24,2024-04-12,Large,High
12300e5e-2546-4d4d-b5f2-f1865fc052eb,8207,499113.04,8.09,24,2020-10-21,Large,High
ee07322c-431d-4a9d-8fc1-bf7e06825529,59345,36110.74,8.0,48,2024-05-27,Large,High
b277bae7-ef35-41c9-9500-fbd03327fbb9,98654,348686.27,6.04,48,2021-08-07,Large,High
4a2562cb-04dc-4693-923e-e801bcc2a585,31312,13167.74,3.76,12,2024-04-15,Small,Low
0472bf10-450a-4eb7-8845-152d54ed4bc6,76265,374865.27,9.49,48,2022-09-07,Large,High
336250f1-e5cf-4452-8a98-3c9ad1cd5d58,12187,22017.19,9.31,60,2021-05-19,Large,High
4e510a7f-036a-427e-95e7-76c55a9d3cd2,4882,377623.29,4.96,24,2020-08-04,Large,Low
4b70dd7e-ee6f-4c30-9dc8-d1f00d448805,89312,354368.14,5.84,12,2023-12-31,Large,High
3e70861f-8c73-47d4-bfea-5c1c6daf40f5,98295,384676.6,6.13,36,2022-05-30,Large,High
22fc43d7-1b30-4860-b0b6-152da458fc58,57502,398136.69,6.22,36,2024-06-03,Large,High
36bdeee7-1806-4f19-a2e6-4ee33d910c08,77487,195621.76,2.76,48,2023-08-24,Large,Low
6f478105-a4a7-4da2-b9f1-72ab568539ea,7472,443022.05,9.52,24,2021-01-04,Large,High
73db8db8-c4e8-4625-a108-574b928edec9,41579,241116.64,2.18,48,2024-02-15,Large,Low
c109c37a-e7dc-48bb-9531-73161e1563c2,13677,460964.4,7.08,48,2023-09-06,Large,High
5b53671e-9346-4fe8-a16a-3676bcd1c5a9,52073,220072.4,7.51,60,2024-04-14,Large,High
6a90975d-eabe-4ee9-b785-2e7ce89a915c,38024,492886.19,5.92,60,2021-03-18,Large,High
987034c4-cc19-4961-85de-03c64e938c39,59337,262018.52,8.35,12,2022-12-14,Large,High
4da21091-c1e0-4335-8720-b01c51fafd82,52593,484124.41,8.9,36,2021-06-19,Large,High
bd8b35ca-7946-48fe-91b4-8024e39e899c,30758,34552.56,4.44,36,2021-02-28,Large,Low
a5b2c399-3a38-4a0c-8ad0-9a1834942171,28268,120929.93,7.57,48,2020-10-04,Large,High
54bccd72-be69-41be-b0d0-a8a2d685ea34,76376,17245.4,3.27,12,2023-05-30,Small,Low
56f08445-d89f-43b2-b708-d4568193667f,88630,383448.05,8.33,36,2022-05-09,Large,High
1e4fd86b-6a78-4d28-90cb-91e9330f16de,56402,194676.54,8.51,60,2022-08-10,Large,High
edcfc6c5-085f-492f-a360-f7da652aa988,10047,62814.03,4.45,60,2020-08-20,Large,Low
0757545b-18f8-4e56-888d-3bf91b888264,57454,390928.67,3.4,48,2024-05-11,Large,Low
bef78402-5ea7-4f28-afd0-6cc4e874b5ea,35976,163035.24,3.4,24,2024-08-24,Large,Low
90c7b1cd-dfae-41b6-b56a-463b37e27b80,5322,466940.3,6.93,48,2022-05-25,Large,High
5bcdfb2c-1f4e-482a-9785-fb13f9f7bc97,26532,210086.49,5.23,12,2022-02-12,Large,High
d2976fbb-1706-4f94-ab5d-0f65b05ee9b9,56355,277399.51,5.64,48,2023-06-11,Large,High
8a3c7dfb-17ca-494c-ba60-b37c876bdb55,4163,190438.58,9.82,60,2024-11-06,Large,High
f98fa353-fb12-440d-bc92-695c0f6e5c7c,12450,71578.4,4.98,12,2020-08-16,Large,Low
288a229d-54fe-4df9-a38e-e53cfe2cb7b8,77057,182953.1,7.29,60,2024-06-05,Large,High
85f0d9e1-57d7-4b44-9fa3-8c75c6408d3e,98153,209328.73,8.12,24,2022-12-03,Large,High
9af86c18-3dfc-4a63-8f3e-e7983fbab08b,7402,362343.08,4.04,12,2020-06-02,Large,Low
ff4b5649-14ff-4b93-804f-9ba240c119ad,30922,271516.58,2.21,60,2020-06-24,Large,Low
26c4aeab-3be2-4cd7-a6d4-11579b7741a0,42692,9467.04,3.56,24,2021-01-12,Small,Low
559bdc54-4436-4878-9994-64f9ef139da7,28032,76845.02,7.86,48,2024-10-18,Large,High
82d06d1b-5ea9-45e8-b10f-a65495760b05,70331,13127.42,4.03,12,2021-01-15,Small,Low
77b0f7b7-e565-4261-9816-cd6d7b1c2b97,52684,368854.7,7.4,60,2024-08-31,Large,High
2f23bda5-eeb8-4e75-8283-d62857b87c3f,91490,477407.02,1.9,24,2022-02-23,Large,Low
9f21315b-522f-499d-8c87-8400d4cae3eb,30371,384914.1,7.22,24,2020-08-29,Large,High
54c48dc5-606d-40a6-bf1b-e0c1b95b9465,50200,13578.4,7.18,36,2020-07-24,Small,High
9b16095e-43c5-495f-b0b3-5fcdfd97a0ca,84272,338345.97,7.04,60,2021-12-22,Large,High
5994758b-8a11-4645-b215-e74cd0320c1b,82758,336828.53,7.49,12,2020-10-22,Large,High
e1066358-a1dd-4e8e-abc1-ada563646797,73588,286387.25,5.3,12,2024-04-03,Large,High
142e55d2-31f1-4c9e-80a0-8fcb79cfe62b,1674,71030.83,3.06,60,2022-02-02,Large,Low
7d88854b-4a95-462b-a0ec-5b665800b660,10435,191146.77,3.63,12,2020-09-28,Large,Low
a6f07d6b-1297-43dc-ace6-222fba292ceb,42543,108574.31,2.33,60,2021-12-20,Large,Low
9192445d-d538-4333-8aa1-0977a4e29ef7,31313,279214.92,5.8,12,2023-07-21,Large,High
4ca084fd-d519-4962-8553-1734dc8f466e,52032,280518.28,7.97,36,2022-04-14,Large,High
66ce994e-542a-42e8-8a0f-4ec0ad25a952,72683,171527.32,3.66,24,2022-11-24,Large,Low
8556e408-d6f2-4302-80fc-a8ec8d1fa0e4,59538,419006.02,6.26,48,2023-07-27,Large,High
105789f3-0656-4c2b-99e7-2f27a6533bb6,90580,491235.98,5.01,60,2021-06-06,Large,High
49acf19c-5ee4-4dce-86a3-c26a7cb4f777,2262,114783.59,6.59,12,2021-11-16,Large,High
47f9af89-39bb-48a1-ad6b-9d4360f0579f,37305,262477.7,1.68,48,2020-09-24,Large,Low
9759cc83-d5e4-4302-b91e-91109d94b2fb,59895,188914.55,9.69,36,2023-08-12,Large,High
07f3f517-2dcf-47a8-b978-2f8cc361e8b0,61827,263925.47,4.09,36,2024-07-18,Large,Low
8e6d92fb-c5cf-4863-8c59-7fcf4e36e1d6,20811,138319.68,7.33,36,2020-09-22,Large,High
5a866fd6-ca86-4394-88a2-652be260bd61,23009,445848.27,2.56,36,2023-03-24,Large,Low
4ffed341-de22-4974-895a-b26570eb6933,54778,55104.75,9.46,12,2023-01-27,Large,High
1ad7ca96-4afc-4a14-b1c6-dbb13f4a0d6d,87812,162902.73,4.76,24,2023-01-11,Large,Low
6743fc92-2551-4436-8346-2e6098ed033d,30068,314270.18,6.32,48,2023-04-13,Large,High
2207e65c-104f-4eec-8633-ac5dce805bca,98601,244419.9,5.24,24,2020-12-15,Large,High
f221d86e-0d3b-4bab-8b5c-3233ce9e7f69,83331,191066.48,7.39,36,2023-08-20,Large,High
b72a961b-cfa7-4166-9f45-ad5480d24d0c,13150,225535.82,8.47,12,2020-02-10,Large,High
6792bffd-040b-4c49-af81-738da3cb1988,93396,253088.09,8.11,12,2024-08-16,Large,High
bed52486-0778-41c6-8e06-df47d48b13b4,92401,453736.92,5.76,36,2020-12-15,Large,High
451e5590-3419-409c-9340-b799c364c455,99007,174947.21,1.6,48,2020-02-07,Large,Low
721e363a-2c4f-45d1-ace1-0b0b84ef5a73,77793,376954.96,9.55,36,2021-09-08,Large,High
a3e206d9-73df-404c-b239-4259c69984e9,64410,90281.98,4.34,60,2021-04-13,Large,Low
11dd8195-1425-4b41-b2f7-65472a8663f9,70703,76502.74,2.55,24,2022-10-11,Large,Low
078d163d-a413-4327-8c2f-c5bacae36bbe,25038,462150.98,4.88,60,2022-11-07,Large,Low
78b0b000-b9da-4e4e-adc9-2e7939398890,93906,128811.83,7.86,24,2023-11-02,Large,High
1ad4a700-321f-4305-b916-b382726556d3,19850,364281.87,4.88,48,2022-06-11,Large,Low
09d6ac5a-0f65-429c-a3ba-8d6b5c21f9da,5886,387202.29,9.68,48,2020-01-08,Large,High
f4e214cb-49eb-4057-a0c2-fc194444ffca,96677,224792.74,6.07,24,2022-11-29,Large,High
9b8808e0-b3a7-42bd-804e-1d2917eba366,52893,365830.62,9.91,12,2021-07-01,Large,High
fdcf1894-1a6b-453e-a026-ee60f6961017,2678,46338.57,2.39,12,2023-11-30,Large,Low
bbdf9ac5-bf04-420c-b5a8-cb70ad7a7f87,95092,343210.76,8.71,36,2022-02-17,Large,High
f7356345-1031-45dc-ba3c-435da6368b85,5062,382230.36,3.43,60,2023-02-05,Large,Low
1a79eb65-2bf0-41fd-bdd8-48390b3bf544,32917,120228.26,5.85,48,2021-01-27,Large,High
4f177a06-b505-43f2-a6f7-bb369dea1d6a,38788,382213.65,2.28,24,2023-02-25,Large,Low
b3f08a21-b14f-4c3b-b2d2-da682de7d675,31501,299108.08,5.51,24,2022-01-26,Large,High
ca07cd73-3447-4367-9cb0-6381589fd7a2,83939,337165.64,8.08,24,2021-02-23,Large,High
5a200e81-d807-4329-a1a9-cdfc9f1cee29,99820,229902.13,4.3,12,2023-04-11,Large,Low
bde20144-dd59-4dad-8b50-2a1d9e68e1ec,89287,481998.09,3.0,60,2021-03-20,Large,Low
be928a9e-1366-4cc8-bd98-17847fffc2e1,99069,483541.53,6.77,48,2020-12-30,Large,High
2d0df761-d2ce-4a9a-a97d-59ce9db8b5cd,63195,138410.21,3.3,12,2020-08-13,Large,Low
433ed74b-9bd6-4fc5-8ae9-4a1ffde075da,11075,418832.92,6.89,12,2023-04-07,Large,High
c827501a-3193-4856-8fb8-e0d34526351b,76318,93655.64,4.58,24,2023-01-16,Large,Low
23d1f3b1-5c53-47fe-aae7-3c4dbf327a08,97863,158853.64,6.27,24,2024-10-05,Large,High
955dfbfc-a270-4743-ae95-6840eff5b94f,56914,38473.78,7.09,24,2021-02-22,Large,High
3b51dac5-7b25-4bdf-9eb0-ef47bd7d61d1,67358,491642.54,4.08,24,2022-10-08,Large,Low
7ab18422-5d63-4fe4-855a-850fa0e32e19,33482,141778.66,7.61,60,2023-07-15,Large,High
a19737a8-38bb-4dbc-a3e7-9f2c077bfd69,82218,436489.22,3.32,48,2022-02-19,Large,Low
85e14140-ab65-4421-97ef-3792554943cf,45924,498378.91,2.11,36,2022-05-05,Large,Low
e2b3fe1a-3a25-4a8a-b493-4716d50d2725,49916,438289.6,5.04,48,2022-01-11,Large,High
bb361199-57b8-4077-8237-327653628482,47049,421562.3,3.62,12,2021-06-26,Large,Low
b77f6b2a-3a0c-47d0-8bb6-5c0fa8fa3ae7,19205,202443.57,9.64,36,2023-03-21,Large,High
a5bd7c0a-2cde-4530-9d03-b0f4513e3482,90479,280246.63,7.24,60,2021-08-04,Large,High
21217cba-6616-4918-9282-adfb23fe4fc5,66114,227455.56,8.2,36,2021-08-17,Large,High
7340c50c-5270-4a18-a496-d7461d15351d,70795,141850.81,4.2,12,2023-05-15,Large,Low
bcd18e38-cb91-4d99-835f-b3407937b216,19026,279122.35,7.42,12,2022-10-15,Large,High
00385f55-d266-446b-bb9c-46f32a764df9,11748,99126.7,8.38,60,2021-10-24,Large,High
0a5632e4-c856-4ff7-9daf-97a4063c672f,59897,478508.85,7.33,60,2021-08-12,Large,High
a4a67a56-9a67-48f8-948f-5c4493b1c86f,88007,58513.03,7.85,48,2021-06-15,Large,High
12b9074d-e401-4497-a5eb-7fb51a2d799f,82258,35228.39,5.75,60,2023-02-08,Large,High
e8919229-030d-445b-823b-6486f4093808,45347,69498.67,7.32,12,2020-12-09,Large,High
876fb7f6-be86-46cf-9375-1a6816807fc0,62372,171757.49,2.64,12,2024-08-29,Large,Low
338b03da-a070-4348-84c6-15b49a49b115,76880,426986.1,4.18,12,2024-09-17,Large,Low
a25b0304-9675-4014-9c8c-bd90f2a25025,95971,163121.06,5.95,48,2023-12-23,Large,High
7d7f952f-0f90-4049-ae1a-1d1170b00132,36911,367772.14,3.24,48,2024-02-16,Large,Low
be924380-b7a3-461a-8eb6-83405f117028,20746,87517.57,4.48,12,2021-09-12,Large,Low
1f8bba48-4256-4c99-9b1b-b358586349dc,38082,301452.21,5.98,60,2023-09-19,Large,High
