client_id,service,rating
30647,Compte Épargne,2
51079,Compte Épargne,3
55909,Service Client,4
77244,Prêt,5
76436,Carte Bancaire,2
2083,Compte Épargne,2
64139,Compte Épargne,1
34596,Carte Bancaire,5
15428,Carte Bancaire,4
15050,Compte Épargne,3
25014,Carte Bancaire,4
91640,Service Client,5
39629,Service Client,2
8415,Carte Bancaire,4
86503,Carte Bancaire,5
12511,Prêt,3
86221,Prêt,3
64517,Prêt,4
25066,Compte Épargne,4
43243,Prêt,4
82535,Compte Épargne,3
73431,Prêt,2
47028,Service Client,3
32018,Service Client,4
51441,Compte Épargne,3
11612,Service Client,1
7254,Compte Épargne,4
39114,Prêt,2
59742,Service Client,5
6927,Service Client,3
23742,Prêt,2
99510,Service Client,5
73745,Prêt,1
2032,Service Client,2
59032,Service Client,3
80154,Service Client,2
51031,Compte Épargne,4
65716,Service Client,2
56133,Carte Bancaire,3
96007,Prêt,2
46737,Service Client,2
70222,Prêt,1
43653,Service Client,1
35797,Compte Épargne,1
4682,Service Client,5
60600,Service Client,2
67678,Prêt,3
14818,Service Client,3
86183,Compte Épargne,3
21780,Compte Épargne,3
94603,Prêt,1
97210,Compte Épargne,1
74602,Carte Bancaire,3
52908,Service Client,5
20338,Carte Bancaire,3
74836,Carte Bancaire,5
74614,Service Client,5
25906,Compte Épargne,5
20361,Carte Bancaire,4
51772,Carte Bancaire,1
5282,Carte Bancaire,5
14538,Compte Épargne,5
61655,Compte Épargne,1
85517,Prêt,5
40738,Service Client,2
59166,Prêt,2
89586,Compte Épargne,5
90641,Compte Épargne,1
87248,Compte Épargne,1
51160,Carte Bancaire,3
47424,Compte Épargne,5
96547,Compte Épargne,4
15149,Prêt,2
29192,Service Client,2
41653,Carte Bancaire,4
82356,Compte Épargne,3
65193,Compte Épargne,1
64707,Carte Bancaire,5
15902,Prêt,3
86303,Carte Bancaire,2
63599,Compte Épargne,2
48276,Compte Épargne,5
3205,Prêt,4
51333,Prêt,5
74213,Prêt,5
84787,Compte Épargne,2
52436,Service Client,3
10127,Prêt,5
63665,Carte Bancaire,2
31172,Carte Bancaire,3
42100,Compte Épargne,1
93510,Carte Bancaire,1
33671,Compte Épargne,2
82366,Carte Bancaire,4
39144,Carte Bancaire,4
4247,Carte Bancaire,5
90267,Carte Bancaire,1
11158,Carte Bancaire,2
34294,Service Client,1
80048,Prêt,4
90603,Compte Épargne,3
29110,Compte Épargne,1
95684,Service Client,5
1139,Prêt,3
88633,Service Client,4
36708,Compte Épargne,1
11064,Carte Bancaire,2
1509,Prêt,3
17884,Service Client,5
39666,Carte Bancaire,4
59230,Prêt,3
76469,Compte Épargne,2
19435,Compte Épargne,3
35144,Prêt,4
41073,Carte Bancaire,2
80597,Carte Bancaire,5
21861,Compte Épargne,3
76528,Service Client,2
9246,Compte Épargne,5
43025,Service Client,5
58711,Compte Épargne,4
62888,Compte Épargne,3
11521,Prêt,5
42574,Carte Bancaire,1
13839,Prêt,4
31388,Compte Épargne,1
81962,Prêt,5
23894,Carte Bancaire,3
57264,Carte Bancaire,5
71250,Carte Bancaire,5
54338,Service Client,5
69485,Carte Bancaire,4
47672,Carte Bancaire,3
22323,Compte Épargne,2
90743,Service Client,4
54517,Prêt,5
17724,Compte Épargne,4
72161,Compte Épargne,3
79459,Carte Bancaire,3
24584,Service Client,3
74539,Prêt,1
56021,Compte Épargne,5
68034,Compte Épargne,5
79341,Service Client,3
63759,Carte Bancaire,1
33873,Prêt,5
29079,Prêt,3
41377,Service Client,1
30312,Compte Épargne,2
79811,Compte Épargne,4
61132,Service Client,2
29190,Carte Bancaire,3
30586,Service Client,3
5617,Service Client,5
81587,Carte Bancaire,1
36295,Compte Épargne,5
85324,Carte Bancaire,3
43380,Compte Épargne,2
22919,Prêt,5
72416,Compte Épargne,4
22231,Service Client,3
7986,Carte Bancaire,2
65670,Prêt,3
47651,Service Client,5
95268,Prêt,4
19486,Service Client,5
52215,Compte Épargne,2
94662,Service Client,3
24172,Prêt,3
26288,Carte Bancaire,2
69786,Prêt,4
85690,Carte Bancaire,2
78053,Carte Bancaire,1
39863,Prêt,1
49265,Service Client,3
62292,Service Client,3
23082,Prêt,1
45415,Compte Épargne,1
25692,Compte Épargne,2
8440,Compte Épargne,2
30746,Service Client,1
77581,Compte Épargne,1
23975,Compte Épargne,1
4025,Carte Bancaire,2
54255,Carte Bancaire,5
60434,Carte Bancaire,5
36550,Compte Épargne,4
4767,Prêt,4
72770,Carte Bancaire,3
78765,Compte Épargne,2
81040,Compte Épargne,1
85244,Compte Épargne,4
95775,Prêt,2
19821,Carte Bancaire,1
19604,Compte Épargne,3
97264,Carte Bancaire,2
78744,Carte Bancaire,4
77575,Compte Épargne,5
73725,Carte Bancaire,2
28611,Prêt,4
2252,Service Client,5
1059,Carte Bancaire,2
16845,Service Client,2
14686,Carte Bancaire,3
25838,Compte Épargne,3
43686,Compte Épargne,4
50481,Service Client,5
72442,Service Client,5
79675,Prêt,5
53343,Carte Bancaire,4
25368,Service Client,4
82302,Carte Bancaire,1
87688,Service Client,2
62270,Carte Bancaire,3
76063,Compte Épargne,5
18546,Carte Bancaire,3
42602,Prêt,2
61039,Carte Bancaire,4
78808,Service Client,3
80736,Compte Épargne,2
8058,Compte Épargne,5
50181,Carte Bancaire,4
30721,Prêt,1
20268,Service Client,5
32622,Carte Bancaire,3
50365,Carte Bancaire,4
76828,Prêt,4
19669,Service Client,5
45419,Compte Épargne,1
49073,Carte Bancaire,2
76745,Service Client,1
3878,Service Client,4
38720,Service Client,1
49725,Compte Épargne,1
64071,Prêt,1
65065,Compte Épargne,2
75313,Compte Épargne,3
88017,Prêt,2
93056,Service Client,5
86507,Prêt,4
98943,Carte Bancaire,2
3695,Service Client,4
50485,Service Client,4
94665,Prêt,2
92499,Carte Bancaire,5
71406,Prêt,1
81468,Carte Bancaire,4
4035,Carte Bancaire,2
48008,Carte Bancaire,3
20919,Service Client,3
11136,Prêt,1
11082,Prêt,1
37037,Prêt,4
10619,Compte Épargne,2
98719,Compte Épargne,5
5606,Service Client,1
98159,Prêt,2
14754,Compte Épargne,5
3018,Carte Bancaire,3
13793,Service Client,4
43119,Compte Épargne,2
30779,Service Client,3
88647,Service Client,1
20407,Service Client,4
13390,Carte Bancaire,5
37245,Prêt,5
78264,Service Client,2
99890,Prêt,1
88124,Prêt,5
14419,Prêt,5
94838,Compte Épargne,1
17783,Prêt,4
16396,Carte Bancaire,3
22757,Prêt,2
88321,Prêt,2
3598,Prêt,2
90603,Prêt,2
20253,Carte Bancaire,1
32899,Carte Bancaire,3
72107,Service Client,4
55032,Service Client,5
18686,Compte Épargne,2
30700,Service Client,4
82967,Carte Bancaire,1
18130,Compte Épargne,2
15393,Prêt,3
27767,Compte Épargne,3
83823,Compte Épargne,3
10384,Prêt,3
78096,Compte Épargne,5
53091,Carte Bancaire,2
65266,Service Client,4
13718,Compte Épargne,5
41998,Carte Bancaire,3
70943,Compte Épargne,4
49527,Compte Épargne,1
1553,Carte Bancaire,5
53469,Carte Bancaire,2
31617,Carte Bancaire,4
28372,Prêt,3
47463,Service Client,5
62266,Carte Bancaire,5
14998,Prêt,1
18364,Carte Bancaire,4
94544,Carte Bancaire,5
28338,Compte Épargne,1
54150,Prêt,1
54779,Prêt,1
24717,Prêt,1
54525,Prêt,1
77709,Prêt,4
87350,Service Client,3
47602,Compte Épargne,3
52077,Compte Épargne,1
11868,Compte Épargne,3
29941,Prêt,2
58627,Carte Bancaire,3
4948,Carte Bancaire,5
2087,Carte Bancaire,1
67079,Service Client,5
73119,Service Client,4
24609,Prêt,3
55517,Prêt,4
54164,Prêt,2
41132,Prêt,3
80045,Carte Bancaire,2
15452,Service Client,4
96595,Prêt,2
68002,Service Client,2
57697,Compte Épargne,3
89847,Carte Bancaire,2
10043,Carte Bancaire,1
76967,Service Client,5
31726,Prêt,5
53495,Compte Épargne,4
77575,Service Client,5
50543,Prêt,5
47543,Carte Bancaire,1
90036,Prêt,2
43951,Carte Bancaire,3
7135,Carte Bancaire,2
87356,Compte Épargne,3
29994,Compte Épargne,1
47313,Prêt,5
35626,Service Client,5
3088,Compte Épargne,4
84617,Carte Bancaire,1
56065,Service Client,4
7370,Compte Épargne,5
64447,Compte Épargne,1
6465,Compte Épargne,2
89175,Prêt,2
79891,Compte Épargne,3
62576,Prêt,2
46435,Service Client,5
3983,Service Client,4
6679,Carte Bancaire,4
89884,Carte Bancaire,3
65423,Prêt,4
47059,Carte Bancaire,4
88760,Compte Épargne,1
33338,Compte Épargne,2
93013,Carte Bancaire,2
38391,Prêt,4
94510,Compte Épargne,4
64326,Carte Bancaire,1
44116,Service Client,3
78058,Compte Épargne,3
62155,Service Client,4
78550,Carte Bancaire,3
28434,Compte Épargne,4
45366,Carte Bancaire,5
82505,Prêt,4
15839,Compte Épargne,4
6560,Prêt,4
22957,Compte Épargne,4
7176,Carte Bancaire,4
77547,Carte Bancaire,5
91010,Carte Bancaire,5
62695,Compte Épargne,4
8985,Compte Épargne,3
6020,Service Client,1
64399,Prêt,3
59317,Service Client,1
53981,Prêt,5
48866,Compte Épargne,1
91626,Carte Bancaire,1
74536,Prêt,2
85810,Compte Épargne,1
18698,Compte Épargne,3
55789,Carte Bancaire,4
8580,Compte Épargne,2
45461,Prêt,1
35474,Prêt,1
20231,Service Client,3
88571,Compte Épargne,5
73627,Carte Bancaire,5
52572,Compte Épargne,2
82522,Compte Épargne,1
96721,Carte Bancaire,4
46957,Compte Épargne,3
2193,Compte Épargne,2
45642,Compte Épargne,2
4637,Service Client,5
4726,Prêt,5
58918,Prêt,1
26620,Carte Bancaire,3
15360,Prêt,5
28269,Carte Bancaire,3
28804,Carte Bancaire,5
67190,Service Client,4
46143,Compte Épargne,2
60042,Compte Épargne,4
5579,Carte Bancaire,5
7124,Service Client,5
79404,Carte Bancaire,3
15063,Compte Épargne,4
90945,Service Client,1
93328,Prêt,4
20093,Carte Bancaire,5
25522,Compte Épargne,1
7945,Carte Bancaire,5
19038,Carte Bancaire,4
43617,Service Client,5
71590,Compte Épargne,5
89329,Prêt,1
52526,Prêt,3
35213,Service Client,3
29654,Prêt,2
59666,Carte Bancaire,3
71033,Compte Épargne,2
23726,Prêt,5
95390,Compte Épargne,3
68187,Carte Bancaire,1
81570,Service Client,3
28077,Carte Bancaire,5
92312,Service Client,2
60926,Prêt,1
59662,Compte Épargne,1
96640,Service Client,4
72903,Service Client,3
12764,Prêt,2
6736,Carte Bancaire,1
4602,Service Client,4
67277,Compte Épargne,4
29146,Compte Épargne,5
67583,Prêt,2
53827,Service Client,4
77913,Compte Épargne,1
93929,Carte Bancaire,1
81221,Service Client,5
77041,Service Client,4
4979,Service Client,4
45955,Service Client,5
43626,Service Client,2
59725,Compte Épargne,2
82437,Prêt,4
47143,Compte Épargne,4
25778,Carte Bancaire,5
62712,Compte Épargne,5
63129,Carte Bancaire,5
15143,Compte Épargne,5
18266,Carte Bancaire,4
46876,Prêt,5
67135,Compte Épargne,3
69856,Service Client,3
8537,Carte Bancaire,2
73086,Compte Épargne,4
79026,Prêt,1
17729,Compte Épargne,1
78721,Prêt,5
38292,Prêt,5
14759,Service Client,2
14848,Carte Bancaire,5
70069,Compte Épargne,3
58815,Compte Épargne,2
25893,Carte Bancaire,5
90651,Carte Bancaire,2
34172,Service Client,5
76289,Compte Épargne,5
59511,Compte Épargne,3
38619,Carte Bancaire,3
59146,Carte Bancaire,2
42651,Service Client,5
14699,Compte Épargne,3
34231,Service Client,3
95215,Service Client,5
21583,Service Client,5
52543,Carte Bancaire,2
20233,Service Client,5
24892,Prêt,4
39472,Service Client,1
59537,Compte Épargne,2
95805,Compte Épargne,3
34333,Prêt,2
96623,Service Client,4
62602,Compte Épargne,4
90373,Compte Épargne,3
42726,Carte Bancaire,4
64741,Compte Épargne,1
77273,Carte Bancaire,2
89315,Carte Bancaire,5
80274,Carte Bancaire,5
14706,Carte Bancaire,3
55262,Service Client,4
8890,Compte Épargne,3
43728,Carte Bancaire,2
39417,Service Client,2
79335,Carte Bancaire,4
9014,Carte Bancaire,5
44962,Prêt,3
12540,Compte Épargne,4
48459,Carte Bancaire,1
39237,Prêt,1
78345,Compte Épargne,1
56023,Compte Épargne,1
28370,Carte Bancaire,2
99098,Prêt,5
97256,Compte Épargne,2
50940,Carte Bancaire,5
86193,Compte Épargne,1
71199,Compte Épargne,5
78535,Carte Bancaire,5
49534,Carte Bancaire,2
41632,Compte Épargne,3
9815,Carte Bancaire,3
9331,Prêt,1
99360,Prêt,5
48016,Compte Épargne,2
46600,Carte Bancaire,5
99789,Carte Bancaire,3
54867,Prêt,5
31667,Carte Bancaire,5
68546,Prêt,1
73201,Compte Épargne,4
92217,Carte Bancaire,1
18544,Carte Bancaire,5
44959,Compte Épargne,1
90700,Service Client,5
7308,Prêt,5
16725,Compte Épargne,5
57093,Carte Bancaire,3
66444,Carte Bancaire,3
76327,Compte Épargne,2
54367,Carte Bancaire,3
77787,Compte Épargne,4
96550,Carte Bancaire,1
67549,Service Client,2
53802,Compte Épargne,2
74361,Service Client,1
94284,Compte Épargne,4
76652,Compte Épargne,3
32788,Compte Épargne,1
49057,Prêt,4
29942,Prêt,2
45513,Carte Bancaire,3
65822,Prêt,2
80116,Compte Épargne,3
45319,Service Client,2
11295,Carte Bancaire,3
39711,Carte Bancaire,2
64052,Service Client,2
83901,Compte Épargne,5
75891,Service Client,5
89613,Carte Bancaire,5
84979,Compte Épargne,2
23984,Compte Épargne,5
5851,Service Client,4
84828,Service Client,3
52794,Prêt,1
71782,Prêt,2
5566,Carte Bancaire,3
62868,Carte Bancaire,2
4035,Carte Bancaire,5
78914,Service Client,1
43156,Prêt,3
83274,Service Client,1
59563,Service Client,5
94931,Prêt,5
39284,Prêt,2
7906,Prêt,2
28768,Carte Bancaire,4
50309,Service Client,2
9068,Carte Bancaire,2
53338,Compte Épargne,2
21038,Carte Bancaire,4
35952,Service Client,1
71552,Carte Bancaire,1
73843,Prêt,1
59392,Prêt,3
99111,Service Client,4
36434,Carte Bancaire,2
95615,Carte Bancaire,4
44083,Prêt,1
36906,Service Client,2
21813,Carte Bancaire,5
19425,Compte Épargne,2
92228,Service Client,3
17142,Prêt,4
29044,Prêt,1
21002,Compte Épargne,5
87595,Service Client,2
10302,Prêt,5
27188,Carte Bancaire,3
66908,Carte Bancaire,2
96183,Compte Épargne,1
17849,Prêt,3
32078,Compte Épargne,4
88538,Prêt,1
52333,Compte Épargne,1
7908,Carte Bancaire,3
5539,Prêt,1
79503,Carte Bancaire,2
95338,Service Client,5
27902,Service Client,3
56031,Service Client,4
29634,Prêt,2
59105,Carte Bancaire,1
20412,Carte Bancaire,3
44133,Compte Épargne,5
9044,Service Client,5
80781,Prêt,2
75462,Service Client,4
1901,Compte Épargne,2
91451,Carte Bancaire,3
52020,Prêt,3
72316,Compte Épargne,4
26744,Service Client,2
56680,Service Client,3
99949,Compte Épargne,2
85005,Compte Épargne,4
10774,Carte Bancaire,1
63052,Prêt,2
14449,Carte Bancaire,4
22061,Carte Bancaire,5
5489,Service Client,5
38456,Compte Épargne,4
19337,Compte Épargne,4
4096,Prêt,2
56044,Service Client,1
49740,Service Client,5
70947,Carte Bancaire,4
10343,Service Client,2
65562,Carte Bancaire,2
56949,Compte Épargne,1
15025,Compte Épargne,4
32485,Prêt,2
47282,Compte Épargne,4
54702,Prêt,2
50887,Prêt,4
25741,Compte Épargne,3
59780,Carte Bancaire,4
93845,Prêt,2
86978,Carte Bancaire,1
80145,Service Client,3
74450,Compte Épargne,4
2039,Compte Épargne,1
83539,Service Client,5
64306,Compte Épargne,1
82901,Carte Bancaire,4
14916,Service Client,2
75060,Carte Bancaire,5
59984,Service Client,2
67965,Service Client,1
97260,Prêt,2
89553,Prêt,4
17181,Compte Épargne,3
40670,Carte Bancaire,1
89053,Carte Bancaire,4
55853,Compte Épargne,3
15508,Carte Bancaire,3
44296,Prêt,5
60803,Service Client,3
46813,Prêt,1
33983,Service Client,3
49367,Compte Épargne,3
14445,Compte Épargne,1
10345,Prêt,2
93772,Carte Bancaire,1
45815,Carte Bancaire,5
72961,Service Client,2
7435,Compte Épargne,2
14806,Compte Épargne,3
71607,Service Client,1
79551,Compte Épargne,1
56480,Carte Bancaire,3
34844,Carte Bancaire,5
7301,Compte Épargne,5
68509,Compte Épargne,2
98687,Prêt,5
16517,Compte Épargne,3
31579,Compte Épargne,5
44003,Compte Épargne,2
47723,Service Client,5
20109,Prêt,1
47670,Service Client,3
84897,Carte Bancaire,4
39820,Prêt,1
42284,Compte Épargne,2
42750,Carte Bancaire,5
92147,Carte Bancaire,1
77713,Service Client,2
88031,Prêt,2
47063,Carte Bancaire,2
39485,Prêt,5
40261,Compte Épargne,2
84659,Compte Épargne,5
80350,Carte Bancaire,1
41464,Prêt,3
43920,Carte Bancaire,2
27471,Carte Bancaire,5
16011,Compte Épargne,2
28804,Prêt,3
47487,Prêt,1
16834,Compte Épargne,2
55887,Carte Bancaire,2
10015,Prêt,3
4394,Compte Épargne,4
59412,Carte Bancaire,2
77114,Service Client,4
50966,Compte Épargne,1
27605,Compte Épargne,2
98999,Compte Épargne,2
2749,Carte Bancaire,1
18850,Prêt,5
11930,Compte Épargne,1
13006,Carte Bancaire,2
14008,Carte Bancaire,2
46656,Carte Bancaire,2
93523,Compte Épargne,2
97385,Service Client,5
70099,Carte Bancaire,4
56856,Carte Bancaire,4
35133,Prêt,5
71446,Prêt,5
17135,Prêt,4
66747,Service Client,4
91198,Service Client,3
69500,Service Client,2
97445,Prêt,1
2052,Prêt,4
56622,Compte Épargne,3
72970,Service Client,4
33110,Prêt,1
81275,Prêt,5
84051,Prêt,2
49581,Prêt,2
42373,Service Client,1
72071,Service Client,2
41871,Compte Épargne,4
71901,Prêt,2
45518,Carte Bancaire,1
43389,Prêt,3
10888,Compte Épargne,5
79026,Carte Bancaire,5
11996,Compte Épargne,5
43655,Service Client,3
46548,Prêt,5
90173,Service Client,4
33069,Compte Épargne,4
84697,Carte Bancaire,5
25463,Compte Épargne,5
54918,Compte Épargne,4
9019,Carte Bancaire,5
34988,Carte Bancaire,4
91196,Compte Épargne,5
10721,Carte Bancaire,2
99465,Compte Épargne,5
59986,Prêt,3
59609,Compte Épargne,5
9931,Prêt,3
55197,Prêt,4
48145,Carte Bancaire,4
57020,Compte Épargne,5
64494,Carte Bancaire,5
47703,Service Client,2
8597,Prêt,4
95998,Service Client,1
93655,Service Client,2
70954,Carte Bancaire,2
57494,Carte Bancaire,3
31930,Service Client,2
7543,Carte Bancaire,1
37503,Prêt,2
98179,Service Client,5
1141,Service Client,2
74271,Compte Épargne,5
37527,Service Client,2
49531,Prêt,3
63631,Prêt,5
20589,Prêt,3
66880,Prêt,2
94467,Compte Épargne,4
75772,Compte Épargne,5
83855,Carte Bancaire,4
91034,Carte Bancaire,2
76700,Prêt,4
71667,Prêt,1
65435,Compte Épargne,1
96039,Service Client,2
56512,Compte Épargne,3
17350,Service Client,2
51388,Compte Épargne,5
23937,Carte Bancaire,1
46700,Prêt,1
66808,Prêt,1
79517,Prêt,2
38143,Service Client,4
72129,Prêt,2
67890,Service Client,5
84354,Prêt,5
17839,Service Client,3
56625,Carte Bancaire,3
2528,Compte Épargne,4
78832,Service Client,2
64646,Compte Épargne,4
29172,Service Client,4
81501,Carte Bancaire,4
7516,Prêt,4
21568,Service Client,2
66885,Service Client,2
40362,Prêt,2
60189,Prêt,5
74525,Service Client,3
47724,Compte Épargne,5
66269,Prêt,5
86798,Compte Épargne,1
78894,Compte Épargne,1
36630,Compte Épargne,4
21648,Service Client,5
9172,Prêt,5
48824,Service Client,4
85011,Compte Épargne,5
68207,Prêt,2
67996,Compte Épargne,1
6834,Carte Bancaire,2
94883,Prêt,2
60294,Compte Épargne,1
85468,Compte Épargne,3
34033,Service Client,5
6908,Compte Épargne,4
16831,Compte Épargne,5
39690,Service Client,1
29843,Carte Bancaire,2
15109,Service Client,5
37158,Service Client,4
25333,Carte Bancaire,1
92960,Compte Épargne,3
88075,Prêt,1
61822,Prêt,5
25524,Carte Bancaire,4
46282,Prêt,1
56906,Carte Bancaire,2
26402,Compte Épargne,4
66917,Compte Épargne,4
21882,Compte Épargne,3
67413,Prêt,4
74928,Prêt,2
64019,Carte Bancaire,2
25341,Service Client,5
41439,Prêt,4
26852,Carte Bancaire,1
38696,Service Client,1
93766,Prêt,3
7652,Service Client,3
66324,Compte Épargne,1
48197,Service Client,2
42829,Carte Bancaire,2
82427,Carte Bancaire,5
55677,Service Client,3
96257,Compte Épargne,5
2495,Compte Épargne,3
62480,Prêt,4
60770,Carte Bancaire,5
48178,Prêt,3
28786,Compte Épargne,3
72515,Prêt,1
31188,Service Client,4
24832,Compte Épargne,1
62332,Compte Épargne,5
54067,Compte Épargne,4
58970,Carte Bancaire,1
54000,Carte Bancaire,5
28449,Service Client,5
9688,Prêt,5
89112,Carte Bancaire,2
64839,Prêt,2
35035,Prêt,2
36464,Prêt,1
22140,Service Client,1
87009,Service Client,1
95603,Prêt,2
31750,Service Client,5
90251,Carte Bancaire,1
90658,Carte Bancaire,4
19195,Carte Bancaire,4
8394,Service Client,2
11377,Compte Épargne,1
53618,Compte Épargne,3
97424,Service Client,1
90711,Carte Bancaire,5
70338,Carte Bancaire,5
83211,Carte Bancaire,5
39198,Compte Épargne,1
81327,Carte Bancaire,1
77715,Service Client,4
71623,Prêt,5
18622,Prêt,3
45029,Service Client,1
35727,Carte Bancaire,2
97879,Compte Épargne,5
95834,Compte Épargne,4
62096,Service Client,3
36348,Prêt,5
20665,Prêt,4
96697,Service Client,4
44654,Service Client,4
44675,Service Client,4
40091,Compte Épargne,2
50843,Service Client,1
40901,Service Client,4
74675,Carte Bancaire,5
59643,Carte Bancaire,5
21690,Prêt,5
66231,Prêt,5
30109,Carte Bancaire,5
43154,Prêt,3
98820,Prêt,5
45640,Carte Bancaire,3
35158,Compte Épargne,1
56325,Service Client,5
32484,Service Client,3
60952,Compte Épargne,2
55028,Prêt,2
91765,Service Client,4
32055,Compte Épargne,4
79289,Carte Bancaire,5
22234,Compte Épargne,3
36505,Prêt,1
70462,Carte Bancaire,4
10625,Carte Bancaire,2
91680,Carte Bancaire,4
80852,Carte Bancaire,3
76319,Service Client,3
21906,Service Client,4
52304,Compte Épargne,3
72958,Carte Bancaire,5
83953,Prêt,1
25539,Prêt,2
58681,Carte Bancaire,1
99372,Service Client,1
13545,Service Client,3
84931,Service Client,3
2638,Prêt,2
